t_s,gt_x,gt_y,ekf_x,ekf_y,gt_error_m,divergence_m,gt_travelled_m
1383.9,-12.741,-38.958,-13.227,-39.071,36.077,0.499,48.81
1388.9,-12.877,-39.095,-13.360,-39.204,35.888,0.495,49.00
1393.9,-13.015,-39.234,-13.499,-39.344,35.695,0.497,49.20
1398.8,-13.141,-39.350,-13.596,-39.461,35.526,0.469,49.37
1401.0,-13.185,-39.416,-13.641,-39.530,35.453,0.470,49.45
1406.0,-13.270,-39.575,-13.729,-39.683,35.294,0.472,49.63
1411.0,-13.362,-39.742,-13.822,-39.852,35.124,0.473,49.82
1416.0,-13.445,-39.895,-13.904,-40.005,34.970,0.472,49.99
1421.0,-13.521,-40.049,-13.970,-40.162,34.821,0.463,50.17
1426.0,-13.582,-40.221,-14.028,-40.338,34.676,0.461,50.35
1431.0,-13.637,-40.399,-14.081,-40.514,34.532,0.459,50.54
1433.1,-13.656,-40.463,-14.100,-40.580,34.481,0.460,50.60
1438.1,-13.702,-40.625,-14.146,-40.739,34.354,0.458,50.77
1443.1,-13.743,-40.789,-14.182,-40.906,34.232,0.455,50.94
1448.1,-13.775,-40.959,-14.213,-41.079,34.114,0.455,51.12
1453.1,-13.804,-41.138,-14.243,-41.261,33.993,0.456,51.30
1458.1,-13.832,-41.309,-14.271,-41.431,33.879,0.455,51.47
1463.1,-13.857,-41.481,-14.293,-41.600,33.766,0.452,51.64
1465.2,-13.865,-41.555,-14.301,-41.675,33.721,0.452,51.71
1470.2,-13.884,-41.743,-14.320,-41.865,33.606,0.453,51.90
1475.2,-13.901,-41.923,-14.336,-42.042,33.498,0.451,52.09
1480.2,-13.917,-42.100,-14.353,-42.226,33.393,0.454,52.27
1485.2,-13.930,-42.275,-14.365,-42.400,33.293,0.453,52.44
1490.2,-13.941,-42.452,-14.376,-42.579,33.194,0.453,52.61
1495.2,-13.950,-42.635,-14.385,-42.757,33.093,0.451,52.79
1497.2,-13.954,-42.711,-14.389,-42.833,33.051,0.452,52.88
1502.2,-13.963,-42.885,-14.398,-43.011,32.957,0.452,53.05
1507.2,-13.971,-43.063,-14.405,-43.187,32.863,0.452,53.23
1512.2,-13.976,-43.230,-14.410,-43.357,32.775,0.452,53.39
1517.2,-13.981,-43.402,-14.415,-43.528,32.688,0.452,53.56
1522.2,-13.986,-43.568,-14.420,-43.691,32.603,0.451,53.73
1527.2,-13.990,-43.737,-14.424,-43.860,32.518,0.451,53.90
1529.3,-13.992,-43.814,-14.426,-43.943,32.480,0.453,53.97
1534.3,-13.996,-44.009,-14.430,-44.130,32.385,0.450,54.18
1539.3,-13.998,-44.199,-14.433,-44.323,32.294,0.452,54.37
1544.3,-14.001,-44.371,-14.435,-44.498,32.212,0.453,54.54
1549.3,-14.003,-44.560,-14.438,-44.688,32.122,0.453,54.72
1554.3,-14.005,-44.730,-14.439,-44.860,32.044,0.454,54.90
1559.3,-14.007,-44.911,-14.441,-45.041,31.961,0.453,55.08
1561.3,-14.007,-44.990,-14.442,-45.117,31.924,0.453,55.16
1566.3,-14.009,-45.169,-14.443,-45.296,31.844,0.453,55.33
1571.3,-14.010,-45.352,-14.445,-45.482,31.762,0.453,55.52
1576.3,-14.011,-45.543,-14.446,-45.674,31.678,0.454,55.71
1581.3,-14.012,-45.739,-14.447,-45.866,31.593,0.452,55.90
1586.3,-14.013,-45.935,-14.448,-46.063,31.509,0.453,56.10
1591.3,-14.014,-46.124,-14.448,-46.255,31.428,0.454,56.29
1593.4,-14.014,-46.202,-14.449,-46.332,31.395,0.453,56.37
1598.4,-14.015,-46.387,-14.449,-46.518,31.319,0.454,56.55
1603.4,-14.015,-46.566,-14.450,-46.697,31.245,0.453,56.73
1608.4,-14.016,-46.764,-14.450,-46.894,31.165,0.453,56.93
1613.4,-14.016,-46.954,-14.451,-47.081,31.089,0.452,57.12
1618.4,-14.017,-47.122,-14.451,-47.253,31.022,0.454,57.29
1623.4,-14.017,-47.238,-14.451,-47.368,30.977,0.453,57.41
1625.5,-14.017,-47.284,-14.451,-47.413,30.959,0.453,57.45
1630.5,-14.017,-47.400,-14.451,-47.528,30.914,0.452,57.56
1635.5,-14.017,-47.517,-14.451,-47.543,30.869,0.435,57.68
1640.5,-14.018,-47.639,-14.451,-47.543,30.823,0.444,57.80
1645.5,-14.018,-47.759,-14.451,-47.543,30.778,0.484,57.93
1650.5,-14.018,-47.880,-14.451,-47.543,30.733,0.549,58.05
1655.5,-14.018,-48.001,-14.451,-47.543,30.688,0.630,58.17
1657.6,-14.018,-48.052,-14.451,-47.543,30.669,0.668,58.22
1662.6,-14.018,-48.168,-14.451,-47.543,30.627,0.761,58.33
1667.6,-14.018,-48.289,-14.451,-47.543,30.583,0.862,58.46
1672.6,-14.019,-48.398,-14.451,-47.543,30.544,0.958,58.57
1677.6,-14.018,-48.312,-14.451,-47.543,30.575,0.882,58.65
1682.6,-14.018,-48.187,-14.451,-47.543,30.620,0.775,58.77
1687.6,-14.018,-48.066,-14.451,-47.543,30.664,0.679,58.89
1689.6,-14.018,-48.017,-14.451,-47.543,30.682,0.642,58.94
1694.6,-14.018,-47.895,-14.451,-47.543,30.727,0.558,59.07
1699.6,-14.018,-47.770,-14.451,-47.543,30.774,0.489,59.19
1704.6,-14.018,-47.643,-14.451,-47.543,30.821,0.445,59.31
1709.6,-14.017,-47.521,-14.451,-47.543,30.868,0.434,59.43
1714.6,-14.017,-47.397,-14.451,-47.543,30.915,0.458,59.57
1719.6,-14.016,-47.288,-14.451,-47.541,30.959,0.504,59.67
1721.7,-14.012,-47.284,-14.451,-47.541,30.964,0.509,59.68
1726.7,-14.003,-47.281,-14.451,-47.541,30.973,0.518,59.69
1731.7,-13.997,-47.278,-14.451,-47.541,30.979,0.524,59.69
1736.7,-13.996,-47.278,-14.451,-47.541,30.981,0.526,59.70
1741.7,-13.994,-47.279,-14.451,-47.541,30.982,0.527,59.70
1746.7,-13.989,-47.283,-14.451,-47.541,30.985,0.529,59.70
1751.7,-13.989,-47.286,-14.451,-47.541,30.984,0.528,59.71
1753.8,-13.989,-47.290,-14.451,-47.541,30.983,0.526,59.71
