t_s,gt_x,gt_y,ekf_x,ekf_y,gt_error_m,divergence_m,gt_travelled_m
170.0,-3.398,-0.948,-3.325,-1.006,70.240,0.093,5.30
175.0,-3.588,-1.135,-3.515,-1.193,69.979,0.093,5.56
180.0,-3.774,-1.319,-3.700,-1.376,69.722,0.094,5.82
185.0,-3.962,-1.504,-3.889,-1.562,69.463,0.093,6.08
190.0,-4.149,-1.688,-4.074,-1.745,69.207,0.094,6.35
195.0,-4.326,-1.864,-4.255,-1.925,68.962,0.093,6.60
200.0,-4.515,-2.052,-4.440,-2.108,68.700,0.094,6.87
205.0,-4.700,-2.235,-4.629,-2.295,68.446,0.093,7.13
210.0,-4.887,-2.420,-4.813,-2.478,68.189,0.094,7.39
215.0,-5.070,-2.603,-4.998,-2.662,67.935,0.093,7.65
220.0,-5.254,-2.786,-5.183,-2.846,67.681,0.093,7.90
225.0,-5.439,-2.970,-5.367,-3.029,67.425,0.093,8.16
230.0,-5.624,-3.153,-5.551,-3.212,67.170,0.094,8.43
235.0,-5.807,-3.336,-5.733,-3.394,66.917,0.094,8.69
240.0,-5.986,-3.515,-5.912,-3.572,66.669,0.094,8.94
245.0,-6.157,-3.685,-6.085,-3.745,66.433,0.094,9.19
250.0,-6.334,-3.862,-6.264,-3.923,66.188,0.093,9.43
255.0,-6.511,-4.037,-6.437,-4.096,65.945,0.094,9.68
260.0,-6.697,-4.224,-6.624,-4.283,65.687,0.093,9.94
265.0,-6.878,-4.405,-6.806,-4.465,65.436,0.093,10.21
270.0,-7.060,-4.586,-6.989,-4.647,65.185,0.093,10.46
275.0,-7.243,-4.769,-7.168,-4.826,64.932,0.094,10.71
280.0,-7.428,-4.955,-7.354,-5.013,64.675,0.094,10.98
285.0,-7.614,-5.141,-7.540,-5.199,64.418,0.094,11.24
290.0,-7.796,-5.323,-7.722,-5.381,64.167,0.094,11.50
295.0,-7.984,-5.511,-7.911,-5.572,63.907,0.095,11.77
300.0,-8.168,-5.700,-8.092,-5.758,63.649,0.096,12.03
305.0,-8.353,-5.891,-8.280,-5.954,63.387,0.095,12.29
310.0,-8.536,-6.081,-8.461,-6.141,63.129,0.096,12.56
315.0,-8.711,-6.260,-8.633,-6.321,62.884,0.099,12.80
320.0,-8.890,-6.457,-8.810,-6.523,62.621,0.104,13.08
325.0,-9.064,-6.663,-8.982,-6.726,62.354,0.104,13.35
330.0,-9.238,-6.869,-9.157,-6.933,62.087,0.104,13.61
335.0,-9.406,-7.065,-9.324,-7.132,61.832,0.105,13.87
340.0,-9.560,-7.264,-9.464,-7.332,61.581,0.118,14.12
345.0,-9.697,-7.481,-9.599,-7.550,61.325,0.120,14.38
350.0,-9.835,-7.705,-9.738,-7.776,61.061,0.120,14.65
355.0,-9.969,-7.914,-9.866,-7.988,60.813,0.127,14.89
360.0,-10.082,-8.141,-9.965,-8.219,60.561,0.140,15.14
365.0,-10.177,-8.390,-10.059,-8.467,60.300,0.142,15.41
370.0,-10.268,-8.632,-10.150,-8.713,60.046,0.143,15.68
375.0,-10.346,-8.867,-10.212,-8.946,59.807,0.155,15.92
380.0,-10.403,-9.127,-10.269,-9.209,59.557,0.157,16.19
385.0,-10.458,-9.389,-10.324,-9.477,59.307,0.160,16.45
390.0,-10.498,-9.648,-10.362,-9.737,59.067,0.162,16.72
395.0,-10.532,-9.918,-10.396,-10.004,58.823,0.161,16.99
400.0,-10.565,-10.187,-10.427,-10.268,58.579,0.160,17.26
405.0,-10.592,-10.457,-10.452,-10.530,58.338,0.158,17.53
410.0,-10.612,-10.728,-10.471,-10.797,58.101,0.158,17.80
415.0,-10.629,-10.999,-10.486,-11.071,57.866,0.160,18.08
420.0,-10.640,-11.273,-10.497,-11.347,57.631,0.160,18.35
425.0,-10.649,-11.548,-10.506,-11.618,57.398,0.159,18.62
430.0,-10.656,-11.818,-10.515,-11.895,57.169,0.161,18.89
435.0,-10.662,-12.087,-10.521,-12.158,56.942,0.158,19.17
440.0,-10.668,-12.353,-10.526,-12.422,56.719,0.158,19.43
445.0,-10.672,-12.629,-10.531,-12.700,56.489,0.158,19.70
450.0,-10.675,-12.907,-10.534,-12.982,56.259,0.159,19.99
455.0,-10.677,-13.179,-10.537,-13.248,56.033,0.156,20.25
460.0,-10.679,-13.454,-10.539,-13.529,55.806,0.159,20.53
465.0,-10.680,-13.730,-10.540,-13.803,55.579,0.158,20.81
470.0,-10.681,-14.008,-10.542,-14.078,55.351,0.156,21.08
475.0,-10.682,-14.286,-10.543,-14.358,55.124,0.156,21.36
480.0,-10.682,-14.564,-10.544,-14.638,54.897,0.157,21.64
485.0,-10.683,-14.841,-10.544,-14.912,54.671,0.156,21.92
490.0,-10.683,-15.117,-10.545,-15.186,54.447,0.155,22.19
495.0,-10.684,-15.396,-10.545,-15.469,54.221,0.156,22.47
500.0,-10.684,-15.659,-10.545,-15.729,54.008,0.155,22.73
505.0,-10.685,-15.940,-10.546,-16.009,53.781,0.156,23.02
510.0,-10.685,-16.215,-10.546,-16.292,53.559,0.159,23.29
515.0,-10.686,-16.496,-10.546,-16.567,53.334,0.156,23.57
520.0,-10.686,-16.771,-10.546,-16.845,53.114,0.157,23.85
525.0,-10.685,-17.051,-10.546,-17.122,52.890,0.156,24.13
530.0,-10.685,-17.331,-10.547,-17.405,52.667,0.157,24.40
535.0,-10.685,-17.609,-10.547,-17.682,52.446,0.157,24.69
540.0,-10.685,-17.891,-10.547,-17.965,52.223,0.157,24.97
545.0,-10.685,-18.171,-10.547,-18.242,52.001,0.156,25.25
550.0,-10.685,-18.450,-10.547,-18.520,51.781,0.155,25.52
555.0,-10.685,-18.732,-10.547,-18.805,51.559,0.156,25.81
560.0,-10.685,-18.997,-10.547,-19.068,51.351,0.155,26.07
565.0,-10.685,-19.278,-10.547,-19.351,51.131,0.156,26.35
570.0,-10.685,-19.556,-10.547,-19.628,50.914,0.155,26.63
575.0,-10.685,-19.834,-10.547,-19.910,50.698,0.157,26.91
580.0,-10.685,-20.104,-10.547,-20.176,50.489,0.156,27.17
585.0,-10.684,-20.377,-10.547,-20.451,50.277,0.156,27.45
590.0,-10.685,-20.656,-10.547,-20.725,50.062,0.154,27.73
595.0,-10.685,-20.932,-10.547,-21.007,49.849,0.157,28.01
600.0,-10.685,-21.211,-10.547,-21.282,49.635,0.155,28.28
605.0,-10.685,-21.488,-10.547,-21.562,49.423,0.157,28.56
610.0,-10.685,-21.765,-10.547,-21.836,49.211,0.155,28.84
615.0,-10.685,-22.042,-10.547,-22.117,49.001,0.157,29.12
620.0,-10.685,-22.307,-10.547,-22.379,48.800,0.156,29.38
625.0,-10.685,-22.586,-10.547,-22.660,48.589,0.157,29.66
630.0,-10.685,-22.862,-10.547,-22.934,48.381,0.156,29.93
635.0,-10.685,-23.141,-10.547,-23.214,48.171,0.156,30.22
640.0,-10.685,-23.414,-10.547,-23.489,47.967,0.157,30.48
645.0,-10.685,-23.691,-10.547,-23.763,47.761,0.156,30.77
650.0,-10.685,-23.968,-10.547,-23.771,47.554,0.241,31.05
655.0,-10.685,-24.241,-10.547,-23.771,47.352,0.490,31.32
660.0,-10.685,-24.518,-10.547,-23.771,47.148,0.760,31.60
665.0,-10.685,-24.792,-10.547,-24.014,46.947,0.790,31.87
670.0,-10.686,-25.069,-10.548,-24.292,46.743,0.789,32.14
675.0,-10.687,-25.342,-10.548,-24.564,46.544,0.791,32.42
680.0,-10.687,-25.603,-10.548,-24.822,46.354,0.794,32.68
685.0,-10.686,-25.876,-10.548,-25.100,46.156,0.788,32.95
690.0,-10.686,-26.147,-10.548,-25.369,45.961,0.790,33.23
695.0,-10.686,-26.419,-10.548,-25.638,45.765,0.794,33.49
700.0,-10.686,-26.686,-10.547,-25.906,45.574,0.792,33.76
705.0,-10.687,-26.958,-10.547,-26.181,45.380,0.789,34.03
710.0,-10.687,-27.226,-10.547,-26.450,45.189,0.789,34.30
715.0,-10.687,-27.497,-10.547,-26.719,44.998,0.791,34.57
720.0,-10.687,-27.768,-10.547,-26.987,44.807,0.793,34.84
725.0,-10.687,-28.031,-10.547,-27.250,44.623,0.793,35.11
730.0,-10.687,-28.281,-10.547,-27.506,44.447,0.788,35.35
735.0,-10.687,-28.509,-10.547,-27.730,44.289,0.791,35.59
740.0,-10.687,-28.731,-10.547,-27.953,44.135,0.791,35.81
745.0,-10.688,-28.963,-10.547,-28.183,43.975,0.792,36.03
750.0,-10.686,-29.211,-10.547,-28.433,43.806,0.790,36.29
755.0,-10.687,-29.461,-10.549,-28.694,43.634,0.779,36.54
760.0,-10.691,-29.712,-10.551,-28.947,43.460,0.778,36.78
765.0,-10.692,-29.964,-10.551,-29.201,43.289,0.776,37.03
770.0,-10.691,-30.220,-10.551,-29.455,43.116,0.778,37.30
775.0,-10.691,-30.450,-10.550,-29.684,42.962,0.779,37.53
780.0,-10.690,-30.698,-10.549,-29.934,42.796,0.778,37.77
785.0,-10.690,-30.947,-10.549,-30.186,42.631,0.774,38.02
790.0,-10.690,-31.200,-10.549,-30.436,42.464,0.777,38.28
795.0,-10.690,-31.463,-10.548,-30.698,42.291,0.778,38.54
800.0,-10.689,-31.719,-10.548,-30.953,42.123,0.779,38.80
805.0,-10.689,-31.975,-10.548,-31.208,41.956,0.779,39.05
810.0,-10.689,-32.234,-10.548,-31.471,41.788,0.776,39.31
815.0,-10.689,-32.497,-10.548,-31.734,41.619,0.775,39.57
820.0,-10.689,-32.757,-10.547,-31.990,41.452,0.780,39.83
825.0,-10.689,-33.015,-10.547,-32.253,41.287,0.776,40.09
830.0,-10.689,-33.276,-10.547,-32.514,41.122,0.775,40.35
835.0,-10.689,-33.534,-10.547,-32.771,40.960,0.776,40.61
840.0,-10.689,-33.799,-10.547,-33.032,40.794,0.780,40.87
845.0,-10.690,-34.053,-10.546,-33.300,40.635,0.767,41.12
850.0,-10.688,-34.310,-10.545,-33.562,40.478,0.762,41.39
855.0,-10.687,-34.568,-10.545,-33.820,40.320,0.762,41.64
860.0,-10.688,-34.817,-10.546,-34.070,40.168,0.761,41.89
865.0,-10.689,-35.035,-10.547,-34.282,40.035,0.766,42.11
870.0,-10.689,-35.299,-10.550,-34.553,39.876,0.758,42.38
875.0,-10.696,-35.568,-10.558,-34.821,39.709,0.760,42.64
880.0,-10.704,-35.838,-10.567,-35.089,39.542,0.761,42.92
885.0,-10.710,-36.093,-10.582,-35.345,39.386,0.759,43.17
890.0,-10.738,-36.364,-10.613,-35.617,39.205,0.758,43.44
895.0,-10.771,-36.638,-10.647,-35.891,39.018,0.757,43.71
900.0,-10.803,-36.894,-10.692,-36.156,38.845,0.746,43.98
905.0,-10.821,-37.109,-10.741,-36.415,38.707,0.698,44.19
910.0,-10.819,-37.307,-10.781,-36.659,38.596,0.649,44.39
915.0,-10.799,-37.486,-10.827,-36.886,38.510,0.601,44.57
920.0,-10.803,-37.644,-10.884,-37.113,38.419,0.537,44.73
925.0,-10.802,-37.774,-10.933,-37.320,38.346,0.472,44.86
930.0,-10.804,-37.893,-10.983,-37.533,38.278,0.402,44.97
935.0,-10.799,-37.997,-11.029,-37.720,38.224,0.360,45.08
940.0,-10.797,-38.090,-11.074,-37.895,38.174,0.339,45.17
945.0,-10.796,-38.175,-11.078,-37.910,38.128,0.387,45.26
950.0,-10.794,-38.265,-11.078,-37.910,38.080,0.455,45.35
955.0,-10.794,-38.355,-11.078,-37.910,38.031,0.528,45.44
960.0,-10.788,-38.424,-11.078,-37.910,37.997,0.590,45.52
965.0,-10.709,-38.148,-11.078,-37.910,38.215,0.439,45.80
970.0,-10.629,-37.868,-11.078,-37.910,38.437,0.451,46.10
975.0,-10.667,-37.874,-11.078,-37.910,38.402,0.413,46.15
980.0,-10.687,-37.887,-11.078,-37.910,38.378,0.391,46.18
985.0,-10.641,-37.876,-11.078,-37.910,38.423,0.438,46.23
990.0,-10.588,-37.860,-11.078,-37.910,38.476,0.492,46.29
995.0,-10.582,-37.821,-11.078,-37.910,38.503,0.504,46.33
1000.0,-10.617,-37.846,-11.123,-37.946,38.459,0.516,46.37
1005.0,-10.699,-37.858,-11.207,-37.986,38.385,0.524,46.45
1010.0,-10.799,-37.878,-11.302,-38.017,38.290,0.521,46.55
1015.0,-10.884,-37.903,-11.386,-38.041,38.206,0.521,46.64
1020.0,-10.990,-37.933,-11.493,-38.072,38.101,0.522,46.75
1025.0,-11.097,-37.964,-11.601,-38.103,37.996,0.523,46.86
1030.0,-11.204,-37.994,-11.706,-38.132,37.890,0.520,46.97
1035.0,-11.312,-38.025,-11.817,-38.164,37.783,0.523,47.08
1040.0,-11.401,-38.053,-11.905,-38.196,37.694,0.524,47.18
1045.0,-11.491,-38.098,-11.996,-38.242,37.594,0.525,47.28
1050.0,-11.588,-38.151,-12.093,-38.296,37.484,0.526,47.39
1055.0,-11.685,-38.206,-12.190,-38.351,37.373,0.526,47.50
1060.0,-11.782,-38.261,-12.288,-38.406,37.261,0.526,47.61
1065.0,-11.878,-38.316,-12.382,-38.460,37.151,0.524,47.72
1070.0,-11.976,-38.371,-12.480,-38.515,37.039,0.524,47.83
1075.0,-12.063,-38.420,-12.568,-38.565,36.940,0.526,47.94
1080.0,-12.161,-38.476,-12.666,-38.621,36.827,0.525,48.05
1085.0,-12.257,-38.530,-12.761,-38.675,36.717,0.524,48.16
1090.0,-12.341,-38.581,-12.845,-38.725,36.620,0.524,48.26
1095.0,-12.424,-38.646,-12.920,-38.788,36.515,0.516,48.36
1100.0,-12.505,-38.722,-12.999,-38.864,36.404,0.514,48.47
1105.0,-12.580,-38.795,-13.075,-38.939,36.302,0.516,48.58
1110.0,-12.658,-38.872,-13.153,-39.016,36.194,0.515,48.69
1115.0,-12.764,-38.977,-13.254,-39.115,36.047,0.509,48.83
1120.0,-12.958,-39.169,-13.452,-39.311,35.779,0.514,49.10
1125.0,-13.142,-39.341,-13.603,-39.485,35.530,0.484,49.36
1130.0,-13.277,-39.572,-13.740,-39.712,35.289,0.483,49.63
1135.0,-13.404,-39.803,-13.866,-39.943,35.055,0.483,49.89
1140.0,-13.515,-40.019,-13.967,-40.163,34.843,0.474,50.13
1145.0,-13.599,-40.263,-14.048,-40.411,34.638,0.472,50.40
1150.0,-13.677,-40.520,-14.124,-40.667,34.433,0.470,50.66
1155.0,-13.738,-40.763,-14.180,-40.912,34.249,0.466,50.91
1160.0,-13.786,-41.025,-14.226,-41.173,34.069,0.465,51.18
1165.0,-13.829,-41.287,-14.269,-41.437,33.893,0.465,51.45
1170.0,-13.862,-41.528,-14.300,-41.682,33.737,0.464,51.69
1175.0,-13.889,-41.796,-14.326,-41.947,33.575,0.463,51.95
1180.0,-13.913,-42.056,-14.350,-42.209,33.420,0.463,52.22
1185.0,-13.931,-42.314,-14.369,-42.471,33.272,0.465,52.48
1190.0,-13.946,-42.582,-14.384,-42.738,33.123,0.464,52.74
1195.0,-13.960,-42.850,-14.397,-43.006,32.977,0.464,53.02
1200.0,-13.971,-43.115,-14.407,-43.269,32.837,0.463,53.28
1205.0,-13.979,-43.380,-14.415,-43.534,32.700,0.463,53.54
1210.0,-13.986,-43.646,-14.423,-43.799,32.566,0.463,53.81
1215.0,-13.992,-43.903,-14.428,-44.061,32.438,0.464,54.06
1220.0,-13.996,-44.175,-14.432,-44.329,32.307,0.463,54.34
1225.0,-13.999,-44.436,-14.436,-44.593,32.183,0.465,54.60
1230.0,-14.002,-44.688,-14.439,-44.848,32.065,0.465,54.85
1235.0,-14.004,-44.960,-14.441,-45.116,31.941,0.464,55.13
1240.0,-14.007,-45.225,-14.444,-45.385,31.821,0.465,55.39
1245.0,-14.008,-45.493,-14.445,-45.648,31.702,0.463,55.66
1250.0,-14.010,-45.762,-14.447,-45.916,31.585,0.463,55.92
1255.0,-14.011,-46.028,-14.448,-46.185,31.471,0.464,56.20
1260.0,-14.012,-46.296,-14.449,-46.454,31.359,0.464,56.46
1265.0,-14.013,-46.566,-14.450,-46.722,31.247,0.464,56.74
1270.0,-14.014,-46.836,-14.450,-46.991,31.138,0.463,57.00
1275.0,-14.014,-47.103,-14.451,-47.260,31.032,0.464,57.27
1280.0,-14.015,-47.374,-14.451,-47.529,30.927,0.463,57.54
1285.0,-14.015,-47.644,-14.451,-47.534,30.824,0.450,57.80
1290.0,-14.015,-47.899,-14.451,-47.534,30.728,0.568,58.07
1295.0,-14.016,-48.170,-14.451,-47.534,30.629,0.770,58.33
1300.0,-14.016,-48.363,-14.451,-47.534,30.559,0.936,58.56
1305.0,-14.016,-48.074,-14.451,-47.534,30.664,0.693,58.84
1310.0,-14.015,-47.788,-14.451,-47.534,30.769,0.505,59.13
1315.0,-14.015,-47.498,-14.451,-47.534,30.879,0.438,59.42
1320.0,-14.014,-47.209,-14.451,-47.534,30.990,0.545,59.71
1325.0,-14.000,-47.181,-14.451,-47.532,31.015,0.572,59.75
1330.0,-13.993,-47.180,-14.451,-47.532,31.022,0.578,59.76
1335.0,-13.983,-47.194,-14.451,-47.532,31.026,0.578,59.77
1340.0,-13.981,-47.216,-14.451,-47.532,31.018,0.566,59.79
1345.0,-13.982,-47.220,-14.451,-47.532,31.016,0.563,59.80
1350.0,-13.993,-47.157,-14.456,-47.483,31.030,0.566,59.86
1355.0,-14.023,-46.869,-14.486,-47.191,31.117,0.564,60.15
1360.0,-14.052,-46.581,-14.515,-46.906,31.205,0.565,60.43
1365.0,-14.082,-46.292,-14.545,-46.614,31.297,0.564,60.73
1370.0,-14.111,-46.007,-14.574,-46.329,31.390,0.564,61.01
1375.0,-14.140,-45.719,-14.603,-46.043,31.485,0.565,61.30
1380.0,-14.169,-45.434,-14.632,-45.758,31.583,0.565,61.58
1385.0,-14.198,-45.152,-14.661,-45.474,31.681,0.564,61.87
1390.0,-14.184,-45.081,-14.667,-45.416,31.726,0.588,61.95
1395.0,-14.157,-45.067,-14.667,-45.416,31.756,0.617,61.98
1400.0,-14.139,-45.060,-14.667,-45.416,31.775,0.636,62.00
1405.0,-14.128,-45.071,-14.667,-45.416,31.780,0.639,62.01
1410.0,-14.117,-45.083,-14.655,-45.420,31.785,0.635,62.03
1415.0,-13.966,-45.179,-14.502,-45.513,31.877,0.631,62.21
1420.0,-13.789,-45.350,-14.331,-45.685,31.962,0.638,62.45
1425.0,-13.614,-45.551,-14.160,-45.886,32.033,0.641,62.73
1430.0,-13.447,-45.752,-13.992,-46.091,32.099,0.642,62.99
1435.0,-13.292,-45.958,-13.849,-46.295,32.154,0.651,63.24
1440.0,-13.150,-46.178,-13.709,-46.515,32.193,0.652,63.50
1445.0,-13.005,-46.408,-13.563,-46.747,32.233,0.653,63.78
1450.0,-12.893,-46.587,-13.449,-46.929,32.266,0.653,63.99
1455.0,-12.842,-46.666,-13.406,-47.009,32.281,0.660,64.08
1460.0,-12.803,-46.768,-13.380,-47.111,32.279,0.672,64.19
1465.0,-12.778,-46.877,-13.356,-47.220,32.259,0.673,64.30
1470.0,-12.756,-46.982,-13.334,-47.328,32.240,0.674,64.41
1475.0,-12.733,-47.090,-13.312,-47.434,32.220,0.673,64.52
1480.0,-12.710,-47.199,-13.289,-47.544,32.200,0.673,64.64
1485.0,-12.676,-47.363,-13.255,-47.708,32.170,0.674,64.80
1490.0,-12.657,-47.462,-13.235,-47.807,32.152,0.673,64.90
1495.0,-12.645,-47.544,-13.236,-47.894,32.133,0.686,64.99
1500.0,-12.659,-47.647,-13.254,-47.998,32.083,0.691,65.09
1505.0,-12.682,-47.755,-13.278,-48.106,32.023,0.692,65.20
1510.0,-12.706,-47.864,-13.302,-48.215,31.961,0.692,65.31
1515.0,-12.730,-47.968,-13.327,-48.320,31.901,0.692,65.42
1520.0,-12.762,-48.066,-13.360,-48.417,31.837,0.694,65.52
1525.0,-12.804,-48.169,-13.401,-48.519,31.762,0.693,65.63
1530.0,-12.847,-48.271,-13.445,-48.622,31.686,0.693,65.74
1535.0,-12.890,-48.370,-13.488,-48.722,31.612,0.694,65.85
1540.0,-12.933,-48.472,-13.531,-48.823,31.536,0.693,65.96
1545.0,-12.976,-48.572,-13.574,-48.923,31.461,0.693,66.06
1550.0,-13.017,-48.672,-13.618,-49.025,31.389,0.696,66.17
1555.0,-13.062,-48.768,-13.663,-49.121,31.314,0.697,66.29
1560.0,-13.112,-48.869,-13.713,-49.221,31.234,0.696,66.40
1565.0,-13.232,-49.106,-13.834,-49.458,31.042,0.697,66.66
1570.0,-13.356,-49.349,-13.958,-49.702,30.847,0.698,66.93
1575.0,-13.477,-49.587,-14.080,-49.942,30.656,0.699,67.20
1580.0,-13.555,-49.723,-14.155,-50.071,30.539,0.693,67.36
1585.0,-13.697,-49.953,-14.297,-50.302,30.333,0.694,67.63
1590.0,-13.843,-50.186,-14.446,-50.538,30.123,0.698,67.91
1595.0,-13.979,-50.401,-14.579,-50.750,29.929,0.694,68.16
1600.0,-14.131,-50.607,-14.733,-50.952,29.723,0.693,68.41
1605.0,-14.301,-50.807,-14.905,-51.154,29.503,0.696,68.67
1610.0,-14.470,-51.001,-15.074,-51.347,29.286,0.696,68.94
1615.0,-14.630,-51.180,-15.235,-51.522,29.082,0.695,69.17
1620.0,-14.815,-51.345,-15.423,-51.680,28.859,0.694,69.42
1625.0,-15.016,-51.502,-15.625,-51.837,28.623,0.695,69.67
1630.0,-15.103,-51.573,-15.729,-51.915,28.520,0.713,69.79
1635.0,-15.194,-51.639,-15.819,-51.983,28.415,0.713,69.90
1640.0,-15.291,-51.693,-15.909,-52.042,28.307,0.710,70.01
1645.0,-15.382,-51.750,-16.006,-52.101,28.203,0.716,70.13
1650.0,-15.489,-51.808,-16.104,-52.160,28.085,0.709,70.25
1655.0,-15.583,-51.863,-16.196,-52.214,27.980,0.706,70.36
1660.0,-15.680,-51.921,-16.292,-52.272,27.871,0.706,70.47
1665.0,-15.775,-51.979,-16.388,-52.330,27.764,0.706,70.58
1670.0,-15.960,-52.090,-16.568,-52.439,27.557,0.702,70.79
1675.0,-16.194,-52.235,-16.801,-52.585,27.293,0.701,71.07
1680.0,-16.409,-52.372,-17.018,-52.723,27.050,0.703,71.32
1685.0,-16.636,-52.516,-17.244,-52.867,26.794,0.702,71.59
1690.0,-16.858,-52.666,-17.462,-53.018,26.541,0.699,71.86
1695.0,-17.083,-52.828,-17.690,-53.183,26.283,0.702,72.14
1700.0,-17.303,-52.987,-17.909,-53.342,26.032,0.703,72.40
1705.0,-17.523,-53.146,-18.129,-53.499,25.780,0.701,72.68
1710.0,-17.748,-53.304,-18.357,-53.660,25.524,0.705,72.96
1715.0,-17.962,-53.454,-18.568,-53.808,25.281,0.701,73.22
1720.0,-18.183,-53.605,-18.790,-53.964,25.032,0.705,73.48
1725.0,-18.400,-53.726,-19.006,-54.096,24.793,0.711,73.73
1730.0,-18.633,-53.854,-19.238,-54.224,24.538,0.710,74.00
1735.0,-18.865,-53.979,-19.474,-54.352,24.284,0.714,74.26
1740.0,-19.090,-54.093,-19.698,-54.468,24.040,0.714,74.51
1745.0,-19.326,-54.177,-19.935,-54.559,23.791,0.718,74.76
1750.0,-19.577,-54.261,-20.184,-54.643,23.528,0.718,75.03
1755.0,-19.812,-54.343,-20.436,-54.726,23.281,0.733,75.28
1760.0,-20.057,-54.396,-20.683,-54.786,23.031,0.738,75.53
1765.0,-20.315,-54.448,-20.938,-54.836,22.768,0.734,75.79
1770.0,-20.568,-54.492,-21.191,-54.882,22.511,0.735,76.04
1775.0,-20.813,-54.519,-21.436,-54.914,22.265,0.738,76.30
1780.0,-21.071,-54.546,-21.694,-54.941,22.007,0.738,76.56
1785.0,-21.325,-54.570,-21.943,-54.967,21.754,0.734,76.81
1790.0,-21.585,-54.587,-22.206,-54.986,21.497,0.738,77.07
1795.0,-21.841,-54.602,-22.458,-55.001,21.244,0.735,77.32
1800.0,-22.100,-54.616,-22.717,-55.015,20.988,0.735,77.58
1805.0,-22.359,-54.626,-22.975,-55.026,20.734,0.735,77.85
1810.0,-22.619,-54.634,-23.234,-55.035,20.478,0.734,78.11
1815.0,-22.872,-54.642,-23.489,-55.043,20.230,0.736,78.36
1820.0,-23.130,-54.647,-23.747,-55.049,19.978,0.737,78.61
1825.0,-23.392,-54.652,-24.007,-55.054,19.721,0.734,78.88
1830.0,-23.649,-54.657,-24.267,-55.058,19.471,0.737,79.13
1835.0,-23.891,-54.660,-24.508,-55.062,19.234,0.736,79.38
1840.0,-24.143,-54.662,-24.763,-55.064,18.989,0.738,79.63
1845.0,-24.400,-54.665,-25.017,-55.067,18.740,0.737,79.89
1850.0,-24.641,-54.666,-25.262,-55.069,18.506,0.740,80.13
1855.0,-24.877,-54.667,-25.493,-55.070,18.277,0.736,80.36
1860.0,-25.117,-54.669,-25.738,-55.072,18.044,0.740,80.60
1865.0,-25.354,-54.671,-25.973,-55.073,17.814,0.738,80.84
1870.0,-25.587,-54.671,-26.207,-55.074,17.590,0.740,81.07
1875.0,-25.822,-54.671,-26.442,-55.075,17.363,0.740,81.31
1880.0,-26.058,-54.672,-26.677,-55.075,17.135,0.739,81.55
1885.0,-26.295,-54.672,-26.917,-55.076,16.907,0.742,81.78
1890.0,-26.529,-54.672,-27.153,-55.076,16.681,0.743,82.02
1895.0,-26.763,-54.673,-27.383,-55.076,16.456,0.739,82.25
1900.0,-26.988,-54.673,-27.611,-55.077,16.240,0.743,82.47
1905.0,-27.222,-54.673,-27.846,-55.077,16.016,0.743,82.71
1910.0,-27.457,-54.673,-28.082,-55.077,15.791,0.744,82.95
