t_s,gt_x,gt_y,ekf_x,ekf_y,gt_error_m,divergence_m,gt_travelled_m
155.4,-2.098,0.286,-2.016,0.231,71.990,0.099,3.48
160.4,-2.237,0.156,-2.157,0.099,71.803,0.099,3.68
165.4,-2.371,0.030,-2.294,-0.029,71.625,0.098,3.86
170.4,-2.446,-0.038,-2.367,-0.098,71.526,0.099,3.96
175.4,-2.591,-0.176,-2.508,-0.234,71.331,0.100,4.16
180.4,-2.732,-0.312,-2.650,-0.370,71.139,0.100,4.35
184.0,-2.835,-0.411,-2.751,-0.467,70.999,0.101,4.49
187.4,-2.935,-0.507,-2.853,-0.565,70.864,0.100,4.63
192.4,-3.058,-0.625,-2.977,-0.684,70.697,0.100,4.81
197.4,-3.182,-0.744,-3.102,-0.804,70.529,0.100,4.98
202.4,-3.314,-0.871,-3.235,-0.933,70.350,0.101,5.16
207.4,-3.441,-0.995,-3.358,-1.053,70.176,0.102,5.34
212.4,-3.566,-1.117,-3.482,-1.174,70.005,0.102,5.51
216.2,-3.669,-1.218,-3.588,-1.278,69.864,0.101,5.65
219.5,-3.761,-1.307,-3.677,-1.365,69.739,0.102,5.78
224.5,-3.895,-1.439,-3.814,-1.499,69.555,0.101,5.97
229.5,-4.036,-1.576,-3.953,-1.634,69.362,0.102,6.16
234.5,-4.177,-1.714,-4.093,-1.772,69.170,0.102,6.37
239.5,-4.316,-1.853,-4.235,-1.912,68.977,0.101,6.57
244.5,-4.457,-1.992,-4.376,-2.052,68.783,0.101,6.76
248.5,-4.563,-2.096,-4.482,-2.156,68.637,0.101,6.91
251.5,-4.649,-2.181,-4.565,-2.239,68.520,0.102,7.03
256.5,-4.787,-2.317,-4.707,-2.378,68.330,0.101,7.22
261.5,-4.929,-2.457,-4.847,-2.517,68.134,0.102,7.42
266.5,-5.056,-2.582,-4.975,-2.644,67.960,0.101,7.60
271.5,-5.159,-2.685,-5.077,-2.745,67.817,0.102,7.75
276.5,-5.296,-2.821,-5.213,-2.880,67.628,0.102,7.94
280.7,-5.399,-2.923,-5.318,-2.984,67.487,0.101,8.08
283.0,-5.460,-2.983,-5.375,-3.041,67.403,0.102,8.17
288.0,-5.588,-3.111,-5.507,-3.172,67.226,0.102,8.36
293.0,-5.709,-3.231,-5.624,-3.288,67.059,0.103,8.53
298.0,-5.823,-3.344,-5.741,-3.405,66.901,0.102,8.68
303.0,-5.939,-3.459,-5.855,-3.518,66.742,0.102,8.85
308.0,-6.060,-3.580,-5.976,-3.639,66.574,0.102,9.01
313.0,-6.191,-3.711,-6.107,-3.769,66.393,0.102,9.21
314.5,-6.231,-3.750,-6.151,-3.813,66.338,0.101,9.26
319.5,-6.362,-3.881,-6.281,-3.942,66.157,0.102,9.45
324.5,-6.495,-4.014,-6.412,-4.072,65.973,0.102,9.63
329.5,-6.616,-4.133,-6.533,-4.193,65.807,0.102,9.80
334.5,-6.749,-4.267,-6.667,-4.327,65.622,0.102,9.99
339.5,-6.888,-4.405,-6.806,-4.466,65.431,0.101,10.18
344.5,-7.022,-4.539,-6.940,-4.600,65.245,0.102,10.38
345.9,-7.060,-4.577,-6.979,-4.638,65.193,0.101,10.43
350.9,-7.187,-4.704,-7.107,-4.766,65.017,0.102,10.61
355.9,-7.322,-4.839,-7.240,-4.899,64.830,0.102,10.80
360.9,-7.464,-4.981,-7.382,-5.041,64.634,0.102,11.01
365.9,-7.606,-5.123,-7.522,-5.182,64.438,0.102,11.20
370.9,-7.749,-5.267,-7.668,-5.328,64.239,0.102,11.40
375.9,-7.886,-5.404,-7.801,-5.461,64.050,0.103,11.59
377.5,-7.932,-5.449,-7.850,-5.511,63.987,0.102,11.67
382.3,-8.069,-5.588,-7.986,-5.650,63.797,0.103,11.86
387.3,-8.209,-5.733,-8.127,-5.796,63.599,0.104,12.06
392.3,-8.350,-5.878,-8.269,-5.942,63.400,0.103,12.26
397.3,-8.488,-6.021,-8.404,-6.083,63.205,0.104,12.46
402.3,-8.627,-6.165,-8.546,-6.229,63.009,0.103,12.66
407.3,-8.769,-6.309,-8.679,-6.372,62.811,0.109,12.86
409.7,-8.835,-6.383,-8.746,-6.448,62.713,0.111,12.97
413.7,-8.942,-6.507,-8.851,-6.571,62.551,0.112,13.13
418.7,-9.066,-6.653,-8.974,-6.716,62.361,0.112,13.32
423.7,-9.197,-6.807,-9.105,-6.871,62.161,0.112,13.52
428.7,-9.320,-6.954,-9.231,-7.021,61.971,0.112,13.71
433.7,-9.441,-7.092,-9.345,-7.159,61.790,0.117,13.89
438.7,-9.549,-7.234,-9.444,-7.303,61.612,0.126,14.07
442.0,-9.621,-7.345,-9.514,-7.414,61.480,0.127,14.20
445.1,-9.689,-7.454,-9.581,-7.522,61.352,0.128,14.34
450.1,-9.781,-7.604,-9.673,-7.672,61.176,0.128,14.51
455.1,-9.880,-7.764,-9.772,-7.834,60.988,0.128,14.70
460.1,-9.980,-7.917,-9.865,-7.990,60.804,0.135,14.88
465.1,-10.069,-8.087,-9.943,-8.163,60.613,0.148,15.07
470.1,-10.143,-8.272,-10.015,-8.351,60.417,0.151,15.27
474.2,-10.202,-8.427,-10.072,-8.503,60.255,0.151,15.44
476.5,-10.234,-8.514,-10.103,-8.587,60.165,0.150,15.53
481.5,-10.304,-8.693,-10.167,-8.768,59.976,0.156,15.73
486.5,-10.358,-8.877,-10.213,-8.955,59.792,0.164,15.92
491.5,-10.400,-9.067,-10.255,-9.149,59.609,0.166,16.11
496.5,-10.439,-9.255,-10.295,-9.338,59.430,0.166,16.30
501.5,-10.478,-9.443,-10.333,-9.528,59.250,0.168,16.49
506.5,-10.507,-9.627,-10.360,-9.715,59.080,0.171,16.68
508.0,-10.515,-9.686,-10.367,-9.771,59.026,0.171,16.74
513.0,-10.539,-9.874,-10.390,-9.954,58.856,0.169,16.93
518.0,-10.562,-10.064,-10.413,-10.145,58.684,0.169,17.12
523.0,-10.583,-10.249,-10.433,-10.325,58.517,0.169,17.31
528.0,-10.601,-10.424,-10.449,-10.494,58.361,0.167,17.48
533.0,-10.618,-10.631,-10.465,-10.703,58.178,0.169,17.69
538.0,-10.631,-10.830,-10.477,-10.901,58.005,0.169,17.89
539.4,-10.634,-10.888,-10.481,-10.959,57.955,0.169,17.95
544.4,-10.645,-11.095,-10.491,-11.163,57.777,0.169,18.16
549.4,-10.653,-11.299,-10.498,-11.370,57.603,0.170,18.36
554.4,-10.659,-11.500,-10.505,-11.569,57.431,0.169,18.56
559.4,-10.665,-11.704,-10.511,-11.776,57.258,0.170,18.76
564.4,-10.671,-11.924,-10.517,-11.994,57.073,0.169,18.98
569.4,-10.675,-12.144,-10.522,-12.212,56.888,0.168,19.21
571.0,-10.677,-12.215,-10.523,-12.283,56.829,0.168,19.28
575.8,-10.681,-12.429,-10.527,-12.496,56.649,0.167,19.49
580.8,-10.684,-12.633,-10.531,-12.704,56.479,0.169,19.69
585.8,-10.686,-12.846,-10.533,-12.911,56.302,0.166,19.90
590.8,-10.688,-13.059,-10.536,-13.127,56.126,0.166,20.12
595.8,-10.689,-13.263,-10.537,-13.336,55.957,0.169,20.32
600.8,-10.690,-13.468,-10.539,-13.537,55.788,0.166,20.52
603.2,-10.691,-13.573,-10.540,-13.643,55.702,0.167,20.64
607.2,-10.692,-13.737,-10.540,-13.806,55.567,0.166,20.80
612.2,-10.692,-13.946,-10.541,-14.015,55.395,0.166,21.00
617.2,-10.693,-14.157,-10.542,-14.231,55.222,0.168,21.22
622.2,-10.694,-14.356,-10.543,-14.426,55.060,0.166,21.42
627.2,-10.694,-14.567,-10.544,-14.642,54.887,0.168,21.62
632.2,-10.694,-14.780,-10.544,-14.850,54.714,0.166,21.84
635.5,-10.695,-14.917,-10.544,-14.987,54.603,0.166,21.98
638.6,-10.695,-15.051,-10.545,-15.124,54.494,0.167,22.11
643.6,-10.695,-15.271,-10.545,-15.340,54.315,0.165,22.34
648.6,-10.695,-15.466,-10.545,-15.536,54.157,0.165,22.53
653.6,-10.696,-15.658,-10.545,-15.731,54.002,0.167,22.72
658.6,-10.697,-15.847,-10.546,-15.916,53.849,0.166,22.91
663.6,-10.697,-16.056,-10.546,-16.123,53.681,0.165,23.12
667.7,-10.697,-16.228,-10.546,-16.300,53.542,0.167,23.29
670.0,-10.697,-16.323,-10.546,-16.392,53.466,0.166,23.38
675.0,-10.697,-16.536,-10.546,-16.609,53.295,0.168,23.60
680.0,-10.697,-16.736,-10.546,-16.807,53.135,0.167,23.80
685.0,-10.697,-16.937,-10.546,-17.005,52.974,0.166,24.00
690.0,-10.697,-17.116,-10.546,-17.189,52.832,0.168,24.18
695.0,-10.697,-17.318,-10.547,-17.387,52.670,0.166,24.38
700.0,-10.697,-17.520,-10.547,-17.593,52.509,0.167,24.58
701.5,-10.697,-17.585,-10.547,-17.659,52.458,0.167,24.65
706.5,-10.697,-17.799,-10.547,-17.870,52.289,0.167,24.86
711.5,-10.697,-18.018,-10.547,-18.088,52.115,0.166,25.08
716.5,-10.697,-18.218,-10.547,-18.292,51.957,0.168,25.28
721.5,-10.697,-18.417,-10.547,-18.490,51.800,0.167,25.47
726.5,-10.697,-18.609,-10.547,-18.682,51.648,0.167,25.67
731.5,-10.697,-18.813,-10.547,-18.886,51.489,0.167,25.88
732.9,-10.697,-18.874,-10.547,-18.946,51.440,0.166,25.94
737.9,-10.697,-19.069,-10.547,-19.144,51.287,0.167,26.13
742.9,-10.697,-19.261,-10.547,-19.336,51.138,0.168,26.32
747.9,-10.696,-19.458,-10.547,-19.526,50.984,0.164,26.51
752.9,-10.696,-19.658,-10.547,-19.730,50.827,0.166,26.72
757.9,-10.696,-19.848,-10.547,-19.918,50.680,0.165,26.91
762.9,-10.696,-20.039,-10.547,-20.108,50.531,0.164,27.10
764.5,-10.696,-20.103,-10.547,-20.173,50.482,0.165,27.17
769.3,-10.696,-20.287,-10.547,-20.357,50.339,0.165,27.35
774.3,-10.697,-20.504,-10.547,-20.573,50.172,0.165,27.56
779.3,-10.697,-20.726,-10.547,-20.794,50.000,0.164,27.79
784.3,-10.697,-20.949,-10.547,-21.023,49.829,0.167,28.01
789.3,-10.697,-21.174,-10.547,-21.245,49.656,0.166,28.23
794.3,-10.697,-21.398,-10.547,-21.466,49.484,0.165,28.46
796.7,-10.697,-21.501,-10.547,-21.572,49.405,0.166,28.56
800.7,-10.697,-21.672,-10.547,-21.741,49.275,0.165,28.73
805.7,-10.697,-21.887,-10.547,-21.956,49.111,0.165,28.95
810.7,-10.697,-22.091,-10.547,-22.160,48.956,0.165,29.15
815.7,-10.697,-22.297,-10.547,-22.368,48.800,0.166,29.35
820.7,-10.697,-22.500,-10.547,-22.572,48.647,0.166,29.56
825.7,-10.697,-22.711,-10.547,-22.779,48.487,0.165,29.77
829.0,-10.697,-22.853,-10.547,-22.924,48.380,0.166,29.92
832.1,-10.697,-22.990,-10.547,-23.062,48.277,0.166,30.05
837.1,-10.697,-23.207,-10.547,-23.277,48.115,0.166,30.27
842.1,-10.697,-23.428,-10.547,-23.499,47.949,0.166,30.49
847.1,-10.697,-23.652,-10.547,-23.720,47.782,0.165,30.71
852.1,-10.697,-23.871,-10.547,-23.775,47.619,0.178,30.93
857.1,-10.697,-24.081,-10.547,-23.775,47.463,0.341,31.14
861.2,-10.697,-24.243,-10.547,-23.775,47.343,0.491,31.30
863.5,-10.697,-24.326,-10.547,-23.775,47.282,0.571,31.38
868.5,-10.697,-24.514,-10.547,-23.775,47.143,0.754,31.58
873.5,-10.697,-24.697,-10.547,-23.926,47.009,0.786,31.76
878.5,-10.697,-24.891,-10.548,-24.121,46.866,0.784,31.95
883.5,-10.698,-25.077,-10.548,-24.302,46.729,0.790,32.13
888.5,-10.698,-25.270,-10.548,-24.496,46.588,0.789,32.34
893.5,-10.698,-25.477,-10.548,-24.703,46.438,0.788,32.54
895.0,-10.698,-25.539,-10.548,-24.767,46.392,0.786,32.60
900.0,-10.698,-25.751,-10.548,-24.975,46.239,0.790,32.81
905.0,-10.698,-25.958,-10.548,-25.187,46.088,0.786,33.02
910.0,-10.698,-26.167,-10.548,-25.398,45.938,0.784,33.23
915.0,-10.698,-26.377,-10.548,-25.603,45.787,0.788,33.44
920.0,-10.698,-26.581,-10.547,-25.807,45.641,0.788,33.64
925.0,-10.698,-26.765,-10.547,-25.993,45.509,0.787,33.83
926.4,-10.698,-26.818,-10.547,-26.045,45.471,0.788,33.88
931.4,-10.698,-27.011,-10.547,-26.237,45.334,0.789,34.07
936.4,-10.698,-27.209,-10.547,-26.434,45.193,0.789,34.27
941.4,-10.698,-27.410,-10.547,-26.640,45.051,0.785,34.47
946.4,-10.699,-27.618,-10.547,-26.843,44.904,0.789,34.68
951.4,-10.699,-27.806,-10.547,-27.035,44.771,0.786,34.86
956.4,-10.699,-28.008,-10.547,-27.235,44.630,0.788,35.07
958.0,-10.699,-28.077,-10.547,-27.304,44.582,0.787,35.14
962.8,-10.699,-28.281,-10.547,-27.510,44.439,0.786,35.34
967.8,-10.699,-28.492,-10.547,-27.721,44.293,0.786,35.56
972.8,-10.699,-28.702,-10.547,-27.932,44.147,0.785,35.76
977.8,-10.699,-28.906,-10.547,-28.137,44.006,0.783,35.96
982.8,-10.699,-29.113,-10.547,-28.341,43.863,0.787,36.18
987.8,-10.698,-29.310,-10.548,-28.551,43.729,0.773,36.37
990.2,-10.699,-29.411,-10.548,-28.647,43.660,0.779,36.47
994.2,-10.701,-29.577,-10.550,-28.818,43.544,0.774,36.64
999.2,-10.703,-29.779,-10.551,-29.018,43.406,0.775,36.84
1004.2,-10.703,-29.979,-10.551,-29.223,43.269,0.772,37.04
1009.2,-10.703,-30.185,-10.551,-29.427,43.131,0.773,37.25
1014.2,-10.703,-30.365,-10.550,-29.607,43.010,0.773,37.43
1019.2,-10.702,-30.495,-10.550,-29.738,42.923,0.773,37.56
1022.5,-10.702,-30.591,-10.550,-29.832,42.859,0.774,37.65
1025.6,-10.702,-30.710,-10.549,-29.950,42.780,0.775,37.77
1030.6,-10.702,-30.902,-10.549,-30.144,42.652,0.773,37.96
1035.6,-10.702,-31.102,-10.549,-30.345,42.520,0.772,38.17
1040.6,-10.701,-31.297,-10.549,-30.540,42.390,0.773,38.36
1045.6,-10.701,-31.492,-10.548,-30.731,42.263,0.776,38.55
1050.6,-10.701,-31.684,-10.548,-30.923,42.137,0.775,38.74
1054.7,-10.701,-31.827,-10.548,-31.065,42.044,0.776,38.89
1057.0,-10.701,-31.923,-10.548,-31.167,41.981,0.771,38.99
1062.0,-10.701,-32.126,-10.548,-31.365,41.849,0.777,39.19
1067.0,-10.701,-32.305,-10.548,-31.545,41.734,0.775,39.37
1072.0,-10.701,-32.472,-10.548,-31.711,41.626,0.776,39.53
1077.0,-10.701,-32.638,-10.547,-31.878,41.519,0.776,39.70
1082.0,-10.701,-32.812,-10.547,-32.050,41.408,0.777,39.87
1087.0,-10.701,-32.982,-10.547,-32.223,41.300,0.774,40.05
1088.5,-10.701,-33.029,-10.547,-32.267,41.270,0.777,40.09
1093.5,-10.701,-33.204,-10.547,-32.448,41.159,0.772,40.26
1098.5,-10.701,-33.369,-10.547,-32.613,41.055,0.771,40.43
1103.5,-10.701,-33.544,-10.547,-32.786,40.945,0.773,40.61
1108.5,-10.701,-33.739,-10.547,-32.978,40.822,0.777,40.80
1113.5,-10.702,-33.910,-10.547,-33.158,40.714,0.768,40.97
1118.5,-10.701,-34.114,-10.546,-33.368,40.589,0.762,41.17
1119.9,-10.701,-34.175,-10.546,-33.426,40.551,0.765,41.24
1124.9,-10.700,-34.367,-10.545,-33.622,40.434,0.761,41.43
1129.9,-10.699,-34.560,-10.545,-33.815,40.316,0.760,41.62
1134.9,-10.700,-34.751,-10.546,-34.003,40.199,0.763,41.81
1139.9,-10.700,-34.924,-10.547,-34.180,40.093,0.760,41.98
1144.9,-10.701,-35.091,-10.548,-34.349,39.991,0.758,42.15
1149.9,-10.700,-35.273,-10.550,-34.530,39.882,0.758,42.33
1151.5,-10.701,-35.326,-10.551,-34.581,39.850,0.760,42.39
1156.3,-10.705,-35.488,-10.556,-34.747,39.749,0.756,42.55
1161.3,-10.710,-35.662,-10.562,-34.920,39.641,0.757,42.72
1166.3,-10.717,-35.866,-10.568,-35.123,39.515,0.758,42.93
1171.3,-10.720,-36.056,-10.580,-35.318,39.400,0.751,43.12
1176.3,-10.740,-36.271,-10.604,-35.536,39.257,0.747,43.33
1181.3,-10.766,-36.489,-10.631,-35.752,39.109,0.750,43.55
1183.7,-10.778,-36.586,-10.643,-35.850,39.043,0.748,43.65
1187.7,-10.794,-36.733,-10.662,-35.996,38.945,0.749,43.80
1192.7,-10.815,-36.906,-10.698,-36.183,38.829,0.732,43.98
1197.7,-10.821,-37.067,-10.731,-36.380,38.731,0.693,44.14
1202.7,-10.819,-37.224,-10.762,-36.571,38.643,0.655,44.29
1207.7,-10.814,-37.371,-10.795,-36.757,38.564,0.614,44.44
1212.7,-10.801,-37.502,-10.834,-36.933,38.500,0.570,44.57
1216.0,-10.801,-37.580,-10.863,-37.050,38.456,0.534,44.65
1219.1,-10.804,-37.649,-10.889,-37.161,38.415,0.496,44.72
1224.1,-10.805,-37.745,-10.925,-37.320,38.360,0.441,44.81
1229.1,-10.797,-37.851,-10.966,-37.489,38.307,0.400,44.92
1234.1,-10.795,-37.938,-11.007,-37.640,38.260,0.366,45.00
1239.1,-10.798,-38.012,-11.045,-37.788,38.216,0.334,45.08
1244.1,-10.796,-38.086,-11.046,-37.791,38.177,0.387,45.15
1248.2,-10.791,-38.152,-11.046,-37.791,38.144,0.442,45.22
1250.5,-10.793,-38.187,-11.046,-37.791,38.124,0.470,45.25
1255.5,-10.796,-38.256,-11.046,-37.791,38.084,0.528,45.32
1260.5,-10.796,-38.326,-11.046,-37.791,38.045,0.591,45.39
1265.5,-10.785,-38.346,-11.046,-37.791,38.043,0.614,45.46
1270.5,-10.734,-38.162,-11.046,-37.791,38.187,0.485,45.66
1275.5,-10.684,-37.978,-11.046,-37.791,38.330,0.408,45.85
1280.5,-10.667,-37.888,-11.046,-37.791,38.395,0.391,45.94
1282.0,-10.680,-37.892,-11.046,-37.791,38.382,0.380,45.96
1287.0,-10.722,-37.905,-11.046,-37.791,38.340,0.344,46.00
1292.0,-10.715,-37.912,-11.046,-37.791,38.341,0.353,46.00
1297.0,-10.677,-37.902,-11.046,-37.791,38.379,0.385,46.04
1302.0,-10.636,-37.889,-11.046,-37.791,38.420,0.421,46.08
1307.0,-10.611,-37.866,-11.046,-37.791,38.453,0.441,46.12
1312.0,-10.625,-37.836,-11.055,-37.800,38.458,0.432,46.16
1313.4,-10.632,-37.837,-11.066,-37.810,38.452,0.435,46.17
1318.4,-10.663,-37.840,-11.114,-37.845,38.425,0.451,46.20
1323.4,-10.727,-37.847,-11.183,-37.878,38.367,0.457,46.26
1328.4,-10.802,-37.866,-11.251,-37.902,38.295,0.450,46.34
1333.4,-10.879,-37.891,-11.328,-37.928,38.217,0.450,46.42
1338.4,-10.960,-37.918,-11.409,-37.955,38.135,0.451,46.51
1343.4,-11.042,-37.945,-11.492,-37.982,38.052,0.452,46.60
1345.0,-11.069,-37.954,-11.518,-37.991,38.025,0.450,46.63
1349.8,-11.148,-37.980,-11.599,-38.017,37.944,0.452,46.71
1354.8,-11.225,-38.005,-11.675,-38.042,37.866,0.451,46.79
1359.8,-11.296,-38.028,-11.746,-38.065,37.795,0.451,46.87
1364.8,-11.371,-38.053,-11.822,-38.090,37.719,0.452,46.95
1369.8,-11.452,-38.079,-11.903,-38.116,37.637,0.452,47.03
1374.8,-11.514,-38.103,-11.966,-38.145,37.572,0.454,47.10
1377.2,-11.546,-38.119,-11.997,-38.162,37.537,0.454,47.13
1381.2,-11.599,-38.149,-12.049,-38.192,37.476,0.453,47.19
1386.2,-11.663,-38.188,-12.115,-38.230,37.401,0.454,47.27
1391.2,-11.727,-38.226,-12.179,-38.269,37.327,0.454,47.34
1396.2,-11.794,-38.266,-12.245,-38.308,37.249,0.453,47.42
1401.2,-11.861,-38.307,-12.313,-38.350,37.171,0.454,47.50
1406.2,-11.930,-38.348,-12.382,-38.391,37.090,0.454,47.58
1409.5,-11.978,-38.377,-12.429,-38.420,37.034,0.454,47.63
1412.6,-12.025,-38.406,-12.477,-38.449,36.979,0.454,47.69
1417.6,-12.098,-38.450,-12.551,-38.494,36.894,0.455,47.77
1422.6,-12.166,-38.491,-12.619,-38.535,36.815,0.455,47.85
1427.6,-12.240,-38.536,-12.692,-38.579,36.729,0.455,47.94
1432.6,-12.314,-38.581,-12.767,-38.625,36.642,0.455,48.02
1437.6,-12.388,-38.626,-12.841,-38.670,36.556,0.455,48.12
1441.7,-12.439,-38.661,-12.885,-38.701,36.494,0.448,48.18
1444.0,-12.469,-38.684,-12.913,-38.725,36.456,0.446,48.22
1449.0,-12.531,-38.740,-12.972,-38.781,36.373,0.443,48.30
1454.0,-12.593,-38.802,-13.033,-38.843,36.287,0.442,48.39
1459.0,-12.651,-38.860,-13.091,-38.902,36.206,0.442,48.47
1464.0,-12.707,-38.918,-13.147,-38.959,36.127,0.441,48.55
1469.0,-12.763,-38.975,-13.204,-39.018,36.049,0.443,48.63
1474.0,-12.827,-39.041,-13.265,-39.081,35.959,0.440,48.72
1475.5,-12.870,-39.085,-13.309,-39.126,35.899,0.441,48.78
1480.5,-13.011,-39.230,-13.449,-39.271,35.701,0.440,48.98
1485.5,-13.149,-39.363,-13.573,-39.403,35.512,0.426,49.17
1490.5,-13.236,-39.507,-13.663,-39.539,35.359,0.429,49.34
1495.5,-13.333,-39.687,-13.765,-39.721,35.178,0.432,49.55
1500.5,-13.428,-39.862,-13.858,-39.896,35.002,0.431,49.75
1505.5,-13.515,-40.028,-13.941,-40.063,34.838,0.427,49.93
1506.9,-13.538,-40.074,-13.960,-40.112,34.793,0.424,49.99
1511.9,-13.605,-40.257,-14.022,-40.296,34.636,0.419,50.18
1516.9,-13.666,-40.456,-14.082,-40.496,34.477,0.418,50.38
1521.9,-13.723,-40.654,-14.139,-40.695,34.322,0.418,50.60
1526.9,-13.770,-40.846,-14.182,-40.889,34.178,0.414,50.79
1531.9,-13.803,-41.031,-14.214,-41.075,34.051,0.414,50.98
1536.9,-13.829,-41.183,-14.239,-41.226,33.948,0.413,51.13
1538.5,-13.838,-41.240,-14.248,-41.282,33.910,0.413,51.19
1543.3,-13.866,-41.412,-14.276,-41.458,33.795,0.413,51.36
1548.3,-13.888,-41.584,-14.298,-41.635,33.686,0.414,51.54
1553.3,-13.902,-41.721,-14.312,-41.766,33.602,0.412,51.68
1558.3,-13.920,-41.901,-14.329,-41.951,33.494,0.412,51.86
1563.3,-13.937,-42.095,-14.346,-42.141,33.379,0.412,52.05
1568.3,-13.954,-42.293,-14.363,-42.342,33.263,0.412,52.25
1570.7,-13.960,-42.380,-14.368,-42.429,33.214,0.411,52.34
1574.7,-13.968,-42.525,-14.377,-42.576,33.133,0.411,52.49
1579.7,-13.978,-42.716,-14.386,-42.767,33.028,0.411,52.68
1584.7,-13.988,-42.917,-14.396,-42.964,32.919,0.411,52.88
1589.7,-13.997,-43.111,-14.404,-43.159,32.816,0.410,53.07
1594.7,-14.003,-43.285,-14.410,-43.335,32.725,0.410,53.24
1599.7,-14.009,-43.489,-14.416,-43.538,32.621,0.410,53.45
1603.0,-14.012,-43.621,-14.420,-43.671,32.555,0.410,53.58
1606.1,-14.016,-43.748,-14.423,-43.795,32.491,0.410,53.71
1611.1,-14.020,-43.924,-14.427,-43.976,32.404,0.411,53.89
1616.1,-14.022,-44.075,-14.430,-44.121,32.331,0.410,54.04
1621.1,-14.024,-44.234,-14.432,-44.290,32.254,0.412,54.19
1626.1,-14.026,-44.395,-14.434,-44.445,32.178,0.411,54.35
1631.1,-14.029,-44.590,-14.437,-44.640,32.086,0.411,54.55
1635.2,-14.031,-44.749,-14.439,-44.801,32.012,0.412,54.71
1637.5,-14.031,-44.837,-14.440,-44.890,31.972,0.411,54.80
1642.5,-14.033,-45.031,-14.441,-45.081,31.883,0.411,54.99
1647.5,-14.035,-45.230,-14.443,-45.287,31.793,0.412,55.19
1652.5,-14.036,-45.410,-14.444,-45.465,31.713,0.412,55.37
1657.5,-14.037,-45.600,-14.445,-45.651,31.630,0.411,55.56
1662.5,-14.038,-45.784,-14.446,-45.837,31.550,0.411,55.75
1667.5,-14.039,-45.958,-14.447,-46.010,31.475,0.411,55.92
1669.0,-14.039,-46.011,-14.447,-46.068,31.453,0.412,55.97
1674.0,-14.040,-46.189,-14.448,-46.240,31.377,0.411,56.15
1679.0,-14.041,-46.358,-14.449,-46.413,31.307,0.412,56.32
1684.0,-14.041,-46.533,-14.449,-46.586,31.235,0.411,56.50
1689.0,-14.042,-46.742,-14.450,-46.797,31.150,0.412,56.70
1694.0,-14.043,-46.939,-14.450,-46.995,31.071,0.412,56.89
1699.0,-14.043,-47.118,-14.451,-47.173,31.000,0.412,57.08
1700.4,-14.043,-47.168,-14.451,-47.219,30.980,0.411,57.13
1705.4,-14.043,-47.339,-14.451,-47.392,30.913,0.411,57.30
1710.4,-14.044,-47.519,-14.451,-47.542,30.845,0.408,57.47
1715.4,-14.044,-47.695,-14.451,-47.542,30.778,0.435,57.66
1720.4,-14.044,-47.888,-14.451,-47.542,30.706,0.534,57.85
1725.4,-14.044,-48.063,-14.451,-47.542,30.641,0.661,58.02
1730.4,-14.045,-48.253,-14.451,-47.542,30.572,0.819,58.22
1732.0,-14.045,-48.306,-14.451,-47.542,30.553,0.865,58.27
