t_s,gt_x,gt_y,ekf_x,ekf_y,gt_error_m,divergence_m,gt_travelled_m
260.0,-8.590,-0.427,-8.499,-0.278,54.695,0.175,8.70
265.0,-8.792,-0.393,-8.700,-0.243,54.551,0.176,8.90
270.0,-9.000,-0.334,-8.909,-0.183,54.417,0.176,9.12
275.0,-9.221,-0.261,-9.131,-0.110,54.282,0.176,9.35
280.0,-9.433,-0.187,-9.348,-0.034,54.155,0.175,9.58
285.0,-9.642,-0.105,-9.551,0.046,54.036,0.176,9.80
290.0,-9.855,-0.012,-9.766,0.140,53.921,0.176,10.04
295.0,-10.069,0.086,-9.982,0.239,53.808,0.176,10.27
300.0,-10.283,0.182,-10.194,0.335,53.697,0.176,10.50
305.0,-10.498,0.274,-10.416,0.427,53.581,0.174,10.74
310.0,-10.718,0.364,-10.634,0.515,53.462,0.173,10.98
315.0,-10.948,0.455,-10.860,0.605,53.336,0.174,11.22
320.0,-11.094,0.517,-11.011,0.664,53.259,0.169,11.38
325.0,-11.189,0.550,-11.107,0.693,53.205,0.165,11.48
330.0,-11.287,0.577,-11.205,0.719,53.144,0.164,11.58
335.0,-11.380,0.602,-11.297,0.744,53.087,0.164,11.69
340.0,-11.479,0.628,-11.398,0.770,53.026,0.164,11.79
345.0,-11.631,0.669,-11.545,0.809,52.932,0.165,11.94
350.0,-11.860,0.729,-11.777,0.871,52.791,0.164,12.18
355.0,-12.085,0.781,-12.001,0.917,52.648,0.160,12.41
360.0,-12.320,0.821,-12.237,0.955,52.491,0.158,12.64
365.0,-12.558,0.858,-12.468,0.990,52.330,0.160,12.88
370.0,-12.789,0.891,-12.701,1.021,52.173,0.157,13.12
375.0,-13.023,0.916,-12.934,1.043,52.008,0.156,13.36
380.0,-13.259,0.936,-13.175,1.064,51.841,0.153,13.59
385.0,-13.495,0.956,-13.407,1.082,51.673,0.153,13.83
390.0,-13.731,0.970,-13.647,1.095,51.502,0.150,14.06
395.0,-13.970,0.982,-13.881,1.106,51.328,0.153,14.30
400.0,-14.207,0.994,-14.122,1.118,51.155,0.151,14.54
405.0,-14.444,1.003,-14.356,1.126,50.981,0.151,14.78
410.0,-14.668,1.009,-14.579,1.131,50.816,0.151,15.01
415.0,-14.903,1.015,-14.815,1.137,50.642,0.151,15.24
420.0,-15.140,1.020,-15.052,1.139,50.468,0.148,15.48
425.0,-15.377,1.016,-15.292,1.135,50.288,0.146,15.71
430.0,-15.619,1.011,-15.534,1.130,50.103,0.147,15.95
435.0,-15.841,1.003,-15.755,1.121,49.933,0.146,16.17
440.0,-16.061,0.975,-15.973,1.094,49.751,0.148,16.40
445.0,-16.291,0.943,-16.207,1.061,49.559,0.145,16.63
450.0,-16.517,0.910,-16.431,1.028,49.369,0.146,16.86
455.0,-16.721,0.869,-16.634,0.979,49.191,0.140,17.06
460.0,-16.933,0.803,-16.850,0.908,48.990,0.135,17.29
465.0,-17.155,0.727,-17.072,0.832,48.775,0.133,17.53
470.0,-17.338,0.664,-17.252,0.766,48.598,0.133,17.72
475.0,-17.429,0.625,-17.341,0.726,48.505,0.134,17.82
480.0,-17.521,0.582,-17.434,0.681,48.408,0.132,17.92
485.0,-17.606,0.541,-17.521,0.640,48.317,0.131,18.01
490.0,-17.682,0.504,-17.596,0.603,48.238,0.131,18.09
495.0,-17.758,0.467,-17.672,0.566,48.156,0.131,18.18
500.0,-17.839,0.428,-17.754,0.526,48.070,0.130,18.27
505.0,-17.922,0.388,-17.835,0.487,47.982,0.132,18.37
510.0,-17.992,0.353,-17.906,0.452,47.907,0.131,18.45
515.0,-18.093,0.302,-18.003,0.402,47.799,0.134,18.56
520.0,-18.284,0.199,-18.194,0.299,47.588,0.134,18.77
525.0,-18.479,0.094,-18.392,0.191,47.375,0.130,18.99
530.0,-18.666,-0.008,-18.578,0.090,47.168,0.132,19.20
535.0,-18.858,-0.112,-18.772,-0.016,46.957,0.129,19.42
540.0,-19.055,-0.229,-18.970,-0.135,46.734,0.126,19.66
545.0,-19.252,-0.352,-19.163,-0.257,46.506,0.131,19.89
550.0,-19.427,-0.463,-19.338,-0.367,46.303,0.130,20.09
555.0,-19.614,-0.582,-19.525,-0.486,46.085,0.130,20.32
560.0,-19.781,-0.697,-19.692,-0.602,45.886,0.129,20.52
565.0,-19.960,-0.829,-19.874,-0.737,45.665,0.125,20.74
570.0,-20.121,-0.951,-20.037,-0.860,45.464,0.124,20.94
575.0,-20.291,-1.079,-20.211,-0.992,45.252,0.118,21.15
580.0,-20.453,-1.197,-20.367,-1.115,45.054,0.118,21.35
585.0,-20.596,-1.314,-20.513,-1.236,44.869,0.114,21.54
590.0,-20.743,-1.440,-20.662,-1.362,44.676,0.113,21.74
595.0,-20.888,-1.567,-20.803,-1.483,44.484,0.119,21.93
600.0,-21.038,-1.695,-20.957,-1.615,44.287,0.115,22.12
605.0,-21.187,-1.823,-21.106,-1.743,44.091,0.114,22.32
610.0,-21.335,-1.955,-21.255,-1.877,43.892,0.112,22.52
615.0,-21.492,-2.098,-21.413,-2.020,43.680,0.111,22.73
620.0,-21.638,-2.231,-21.557,-2.152,43.483,0.113,22.93
625.0,-21.765,-2.346,-21.683,-2.267,43.312,0.114,23.10
630.0,-21.909,-2.478,-21.828,-2.400,43.116,0.112,23.30
635.0,-22.053,-2.611,-21.972,-2.533,42.920,0.112,23.49
640.0,-22.206,-2.755,-22.124,-2.677,42.710,0.113,23.70
645.0,-22.359,-2.900,-22.277,-2.822,42.499,0.113,23.91
650.0,-22.511,-3.045,-22.428,-2.966,42.289,0.115,24.12
655.0,-22.649,-3.176,-22.568,-3.098,42.099,0.113,24.31
660.0,-22.786,-3.306,-22.702,-3.226,41.910,0.117,24.50
665.0,-22.946,-3.461,-22.862,-3.380,41.687,0.117,24.73
670.0,-23.101,-3.610,-23.017,-3.530,41.472,0.116,24.94
675.0,-23.252,-3.757,-23.166,-3.676,41.262,0.118,25.15
680.0,-23.407,-3.908,-23.326,-3.831,41.045,0.112,25.37
685.0,-23.541,-4.037,-23.459,-3.960,40.859,0.112,25.55
690.0,-23.694,-4.187,-23.610,-4.107,40.645,0.116,25.77
695.0,-23.847,-4.336,-23.764,-4.258,40.432,0.114,25.98
700.0,-23.992,-4.479,-23.909,-4.401,40.228,0.114,26.19
705.0,-24.149,-4.632,-24.063,-4.552,40.008,0.118,26.41
710.0,-24.307,-4.788,-24.221,-4.707,39.787,0.118,26.63
715.0,-24.441,-4.917,-24.359,-4.840,39.600,0.113,26.81
720.0,-24.606,-5.075,-24.523,-4.998,39.372,0.113,27.04
725.0,-24.757,-5.219,-24.674,-5.142,39.164,0.113,27.25
730.0,-24.902,-5.357,-24.817,-5.279,38.964,0.115,27.44
735.0,-25.061,-5.509,-24.979,-5.433,38.743,0.112,27.67
740.0,-25.206,-5.628,-25.135,-5.579,38.556,0.087,27.86
745.0,-25.327,-5.723,-25.274,-5.707,38.403,0.055,28.02
750.0,-25.493,-5.863,-25.431,-5.845,38.186,0.065,28.23
755.0,-25.652,-5.990,-25.589,-5.981,37.984,0.064,28.44
760.0,-25.780,-6.036,-25.746,-6.085,37.860,0.060,28.57
765.0,-25.900,-6.034,-25.908,-6.176,37.775,0.142,28.69
770.0,-26.063,-6.038,-26.078,-6.269,37.656,0.232,28.85
775.0,-26.201,-6.036,-26.229,-6.351,37.558,0.316,29.00
780.0,-26.357,-6.033,-26.397,-6.444,37.449,0.412,29.15
785.0,-26.512,-6.030,-26.563,-6.538,37.341,0.511,29.31
790.0,-26.674,-6.029,-26.738,-6.641,37.227,0.615,29.47
795.0,-26.835,-6.047,-26.912,-6.731,37.100,0.688,29.63
800.0,-26.983,-6.047,-27.067,-6.809,36.997,0.766,29.78
805.0,-27.157,-6.044,-27.250,-6.901,36.876,0.862,29.95
810.0,-27.316,-6.040,-27.421,-6.989,36.768,0.954,30.11
815.0,-27.457,-6.038,-27.572,-7.069,36.671,1.038,30.25
820.0,-27.607,-6.036,-27.688,-7.132,36.568,1.099,30.40
825.0,-27.755,-6.035,-27.688,-7.132,36.466,1.099,30.56
830.0,-27.915,-6.035,-27.688,-7.132,36.356,1.120,30.72
835.0,-28.063,-6.034,-27.688,-7.132,36.254,1.160,30.86
840.0,-28.226,-6.034,-27.688,-7.132,36.142,1.222,31.03
845.0,-28.214,-5.998,-27.688,-7.132,36.177,1.250,31.17
850.0,-28.000,-5.882,-27.688,-7.132,36.408,1.288,31.40
855.0,-27.784,-5.768,-27.688,-7.132,36.640,1.367,31.66
860.0,-27.747,-5.787,-27.688,-7.132,36.651,1.346,31.71
865.0,-27.730,-5.836,-27.688,-7.132,36.627,1.296,31.77
870.0,-27.754,-5.933,-27.723,-7.207,36.540,1.274,31.87
875.0,-27.783,-5.970,-27.749,-7.297,36.494,1.327,31.92
880.0,-27.792,-5.983,-27.766,-7.384,36.478,1.400,31.93
885.0,-27.794,-5.987,-27.780,-7.466,36.473,1.479,31.94
890.0,-27.787,-5.939,-27.781,-7.477,36.514,1.539,31.98
895.0,-27.748,-5.707,-27.739,-7.235,36.708,1.528,32.21
900.0,-27.710,-5.485,-27.701,-7.010,36.896,1.525,32.43
905.0,-27.667,-5.235,-27.658,-6.762,37.107,1.527,32.69
910.0,-27.627,-4.999,-27.618,-6.525,37.307,1.527,32.93
915.0,-27.641,-4.884,-27.600,-6.419,37.382,1.536,33.06
920.0,-27.688,-4.863,-27.600,-6.419,37.366,1.559,33.11
925.0,-27.709,-4.853,-27.600,-6.419,37.359,1.570,33.13
930.0,-27.725,-4.855,-27.613,-6.422,37.346,1.571,33.15
935.0,-27.790,-4.858,-27.678,-6.427,37.300,1.573,33.22
940.0,-27.880,-4.849,-27.763,-6.414,37.246,1.569,33.32
945.0,-27.981,-4.828,-27.862,-6.388,37.193,1.565,33.42
950.0,-28.078,-4.802,-27.960,-6.362,37.147,1.564,33.52
955.0,-28.176,-4.776,-28.058,-6.335,37.101,1.564,33.62
960.0,-28.273,-4.749,-28.155,-6.309,37.056,1.564,33.72
965.0,-28.374,-4.722,-28.256,-6.281,37.010,1.564,33.82
970.0,-28.444,-4.706,-28.328,-6.266,36.975,1.565,33.89
975.0,-28.529,-4.701,-28.417,-6.275,36.922,1.578,33.98
980.0,-28.625,-4.718,-28.514,-6.294,36.846,1.580,34.08
985.0,-28.724,-4.740,-28.615,-6.317,36.764,1.581,34.18
990.0,-28.822,-4.762,-28.711,-6.339,36.682,1.580,34.28
995.0,-28.910,-4.786,-28.797,-6.363,36.607,1.581,34.37
1000.0,-29.000,-4.825,-28.884,-6.401,36.518,1.581,34.47
1005.0,-29.090,-4.869,-28.973,-6.446,36.425,1.581,34.57
1010.0,-29.179,-4.914,-29.062,-6.491,36.333,1.581,34.67
1015.0,-29.270,-4.961,-29.153,-6.538,36.238,1.581,34.77
1020.0,-29.358,-5.007,-29.240,-6.583,36.146,1.581,34.87
1025.0,-29.451,-5.055,-29.332,-6.631,36.049,1.581,34.97
1030.0,-29.544,-5.100,-29.425,-6.679,35.954,1.584,35.07
1035.0,-29.639,-5.146,-29.508,-6.730,35.856,1.589,35.18
1040.0,-29.726,-5.201,-29.591,-6.786,35.758,1.590,35.29
1045.0,-29.811,-5.259,-29.676,-6.844,35.660,1.591,35.39
1050.0,-29.978,-5.374,-29.843,-6.959,35.463,1.591,35.60
1055.0,-30.131,-5.480,-29.995,-7.065,35.283,1.591,35.78
1060.0,-30.216,-5.539,-30.081,-7.124,35.184,1.591,35.88
1065.0,-30.295,-5.594,-30.160,-7.179,35.090,1.591,35.98
1070.0,-30.375,-5.629,-30.243,-7.236,35.012,1.613,36.07
1075.0,-30.435,-5.629,-30.321,-7.283,34.973,1.658,36.13
1080.0,-30.486,-5.628,-30.395,-7.329,34.940,1.703,36.18
1085.0,-30.531,-5.628,-30.456,-7.368,34.912,1.741,36.22
1090.0,-30.636,-5.632,-30.592,-7.449,34.841,1.818,36.33
1095.0,-30.756,-5.633,-30.739,-7.529,34.763,1.895,36.45
1100.0,-30.886,-5.634,-30.873,-7.599,34.680,1.964,36.58
1105.0,-31.017,-5.634,-30.873,-7.599,34.596,1.969,36.71
1110.0,-31.150,-5.635,-30.873,-7.599,34.512,1.983,36.84
1115.0,-31.284,-5.635,-30.873,-7.599,34.427,2.006,36.97
1120.0,-31.400,-5.632,-30.873,-7.599,34.355,2.035,37.09
1125.0,-31.187,-5.520,-30.873,-7.599,34.577,2.102,37.33
1130.0,-30.953,-5.397,-30.873,-7.599,34.820,2.203,37.59
1135.0,-30.720,-5.274,-30.873,-7.599,35.063,2.329,37.86
1140.0,-30.494,-5.155,-30.870,-7.597,35.299,2.471,38.11
1145.0,-30.259,-5.031,-30.870,-7.597,35.544,2.637,38.38
1150.0,-30.020,-4.905,-30.870,-7.597,35.794,2.822,38.64
1155.0,-29.783,-4.780,-30.870,-7.597,36.042,3.018,38.91
1160.0,-29.603,-4.695,-30.868,-7.596,36.223,3.164,39.11
1165.0,-29.632,-4.685,-30.868,-7.596,36.212,3.162,39.15
1170.0,-29.675,-4.665,-30.868,-7.596,36.200,3.164,39.19
1175.0,-29.688,-4.636,-30.868,-7.596,36.213,3.186,39.24
1180.0,-29.670,-4.616,-30.868,-7.596,36.241,3.211,39.27
1185.0,-29.701,-4.651,-30.868,-7.596,36.194,3.168,39.31
1190.0,-29.734,-4.688,-30.868,-7.596,36.144,3.121,39.36
1195.0,-29.718,-4.714,-30.868,-7.596,36.135,3.103,39.40
1200.0,-29.683,-4.730,-30.868,-7.596,36.145,3.101,39.44
1205.0,-29.655,-4.740,-30.868,-7.596,36.155,3.102,39.47
1210.0,-29.671,-4.746,-30.868,-7.596,36.141,3.091,39.49
1215.0,-29.692,-4.778,-30.875,-7.596,36.102,3.056,39.53
1220.0,-29.749,-4.770,-30.936,-7.586,36.072,3.056,39.59
1225.0,-29.815,-4.720,-31.017,-7.553,36.068,3.078,39.67
1230.0,-29.899,-4.669,-31.104,-7.508,36.053,3.083,39.77
1235.0,-29.988,-4.619,-31.194,-7.458,36.034,3.084,39.87
1240.0,-30.078,-4.569,-31.285,-7.408,36.015,3.084,39.97
1245.0,-30.168,-4.520,-31.374,-7.359,35.996,3.085,40.08
1250.0,-30.223,-4.492,-31.428,-7.330,35.983,3.084,40.14
1255.0,-30.291,-4.462,-31.500,-7.315,35.963,3.099,40.21
1260.0,-30.380,-4.459,-31.588,-7.315,35.909,3.100,40.31
1265.0,-30.475,-4.464,-31.684,-7.319,35.845,3.101,40.41
1270.0,-30.571,-4.471,-31.782,-7.326,35.780,3.101,40.50
1275.0,-30.659,-4.481,-31.864,-7.343,35.717,3.105,40.59
1280.0,-30.750,-4.509,-31.950,-7.375,35.638,3.107,40.69
1285.0,-30.842,-4.545,-32.041,-7.411,35.553,3.107,40.78
1290.0,-30.938,-4.584,-32.137,-7.450,35.462,3.107,40.89
1295.0,-31.035,-4.623,-32.234,-7.489,35.371,3.107,40.99
1300.0,-31.129,-4.661,-32.328,-7.527,35.283,3.106,41.09
1305.0,-31.215,-4.696,-32.414,-7.562,35.202,3.106,41.18
1310.0,-31.308,-4.729,-32.498,-7.602,35.120,3.111,41.28
1315.0,-31.395,-4.776,-32.584,-7.652,35.029,3.113,41.38
1320.0,-31.481,-4.827,-32.668,-7.703,34.935,3.112,41.48
1325.0,-31.562,-4.876,-32.749,-7.753,34.846,3.112,41.57
1330.0,-31.666,-4.939,-32.851,-7.815,34.733,3.111,41.69
1335.0,-31.761,-4.997,-32.948,-7.874,34.629,3.112,41.81
1340.0,-31.849,-5.051,-33.035,-7.927,34.532,3.111,41.91
1345.0,-31.936,-5.104,-33.121,-7.980,34.437,3.111,42.02
1350.0,-32.023,-5.157,-33.210,-8.034,34.342,3.112,42.12
1355.0,-32.112,-5.212,-33.299,-8.088,34.245,3.112,42.22
1360.0,-32.201,-5.261,-33.382,-8.143,34.151,3.114,42.32
1365.0,-32.281,-5.316,-33.461,-8.201,34.058,3.116,42.42
1370.0,-32.360,-5.375,-33.540,-8.259,33.964,3.116,42.52
1375.0,-32.459,-5.449,-33.633,-8.330,33.845,3.111,42.64
1380.0,-32.656,-5.597,-33.833,-8.479,33.607,3.113,42.88
1385.0,-32.820,-5.632,-34.020,-8.610,33.481,3.211,43.07
1390.0,-32.972,-5.635,-34.200,-8.702,33.387,3.304,43.22
1395.0,-33.109,-5.635,-34.371,-8.787,33.304,3.395,43.35
1400.0,-33.239,-5.634,-34.530,-8.867,33.228,3.481,43.48
1405.0,-33.352,-5.634,-34.673,-8.940,33.161,3.560,43.60
1410.0,-33.474,-5.633,-34.825,-9.019,33.089,3.645,43.72
1415.0,-33.592,-5.632,-34.974,-9.098,33.021,3.731,43.83
1420.0,-33.681,-5.632,-35.047,-9.138,32.969,3.763,43.92
1425.0,-33.780,-5.631,-35.047,-9.138,32.911,3.728,44.02
1430.0,-33.880,-5.631,-35.047,-9.138,32.853,3.696,44.12
1435.0,-33.989,-5.631,-35.047,-9.138,32.790,3.663,44.23
1440.0,-34.080,-5.624,-35.047,-9.138,32.743,3.645,44.32
1445.0,-33.914,-5.483,-35.047,-9.138,32.954,3.827,44.54
1450.0,-33.707,-5.309,-35.044,-9.135,33.216,4.053,44.80
1455.0,-33.505,-5.141,-35.044,-9.135,33.470,4.281,45.07
1460.0,-33.303,-4.972,-35.041,-9.133,33.725,4.509,45.33
1465.0,-33.110,-4.810,-35.041,-9.133,33.969,4.734,45.58
1470.0,-32.908,-4.641,-35.041,-9.133,34.225,4.973,45.84
1475.0,-32.718,-4.482,-35.041,-9.133,34.465,5.199,46.10
1480.0,-32.516,-4.313,-35.041,-9.133,34.720,5.441,46.35
1485.0,-32.521,-4.286,-35.041,-9.132,34.739,5.462,46.39
1490.0,-32.535,-4.274,-35.041,-9.132,34.741,5.467,46.41
1495.0,-32.544,-4.275,-35.041,-9.132,34.735,5.462,46.41
1500.0,-32.552,-4.275,-35.041,-9.132,34.730,5.458,46.42
1505.0,-32.555,-4.279,-35.041,-9.132,34.725,5.453,46.43
1510.0,-32.556,-4.280,-35.041,-9.132,34.723,5.452,46.43
1515.0,-32.555,-4.281,-35.041,-9.132,34.723,5.451,46.43
1520.0,-32.481,-4.290,-34.978,-9.136,34.760,5.452,46.50
1525.0,-32.222,-4.304,-34.718,-9.151,34.902,5.452,46.77
1530.0,-31.967,-4.318,-34.459,-9.165,35.043,5.450,47.02
1535.0,-31.711,-4.332,-34.205,-9.179,35.186,5.451,47.28
1540.0,-31.438,-4.347,-33.934,-9.194,35.340,5.451,47.55
1545.0,-31.168,-4.362,-33.660,-9.209,35.494,5.450,47.82
1550.0,-30.902,-4.377,-33.394,-9.224,35.647,5.450,48.08
1555.0,-30.637,-4.392,-33.135,-9.238,35.800,5.452,48.35
1560.0,-30.511,-4.398,-33.000,-9.246,35.874,5.449,48.48
1565.0,-30.521,-4.389,-33.000,-9.246,35.875,5.453,48.49
1570.0,-30.549,-4.364,-33.000,-9.246,35.877,5.463,48.52
1575.0,-30.586,-4.328,-33.000,-9.246,35.882,5.478,48.58
1580.0,-30.610,-4.307,-33.000,-9.246,35.884,5.487,48.61
1585.0,-30.620,-4.297,-33.000,-9.246,35.885,5.491,48.62
1590.0,-30.621,-4.297,-33.000,-9.246,35.885,5.491,48.62
1595.0,-30.623,-4.295,-33.000,-9.246,35.885,5.492,48.63
1600.0,-30.655,-4.353,-33.017,-9.315,35.819,5.495,48.69
1605.0,-30.777,-4.500,-33.104,-9.478,35.628,5.495,48.88
1610.0,-30.927,-4.661,-33.245,-9.649,35.409,5.501,49.10
1615.0,-31.093,-4.843,-33.409,-9.832,35.163,5.500,49.36
1620.0,-31.258,-5.024,-33.575,-10.014,34.918,5.502,49.60
1625.0,-31.345,-5.120,-33.663,-10.111,34.789,5.502,49.73
1630.0,-31.445,-5.229,-33.762,-10.219,34.642,5.502,49.87
1635.0,-31.586,-5.378,-33.899,-10.366,34.437,5.498,50.08
1640.0,-31.745,-5.546,-34.059,-10.536,34.207,5.500,50.31
1645.0,-31.896,-5.680,-34.221,-10.716,34.008,5.547,50.51
1650.0,-32.053,-5.849,-34.382,-10.894,33.778,5.556,50.75
1655.0,-32.168,-5.961,-34.497,-11.019,33.619,5.569,50.91
1660.0,-32.284,-6.012,-34.662,-11.148,33.507,5.660,51.04
1665.0,-32.399,-6.041,-34.796,-11.226,33.414,5.713,51.16
1670.0,-32.514,-6.062,-34.919,-11.285,33.326,5.750,51.27
1675.0,-32.593,-6.070,-35.041,-11.335,33.271,5.806,51.35
1680.0,-32.653,-6.068,-35.125,-11.368,33.236,5.849,51.41
1685.0,-32.707,-6.059,-35.196,-11.399,33.210,5.891,51.47
1690.0,-32.756,-6.059,-35.242,-11.419,33.181,5.909,51.52
1695.0,-32.810,-6.057,-35.286,-11.439,33.149,5.924,51.57
1700.0,-32.869,-6.055,-35.312,-11.451,33.114,5.923,51.63
1705.0,-32.925,-6.053,-35.335,-11.461,33.082,5.921,51.69
1710.0,-32.982,-6.051,-35.362,-11.474,33.049,5.922,51.74
1715.0,-33.039,-6.049,-35.364,-11.475,33.016,5.903,51.80
1720.0,-33.101,-6.049,-35.364,-11.475,32.978,5.879,51.86
1725.0,-33.166,-6.049,-35.364,-11.475,32.939,5.854,51.93
1730.0,-33.228,-6.049,-35.364,-11.475,32.902,5.832,51.99
1735.0,-33.120,-5.984,-35.364,-11.475,33.019,5.932,52.14
1740.0,-32.890,-5.868,-35.364,-11.475,33.250,6.128,52.41
1745.0,-32.664,-5.757,-35.364,-11.475,33.475,6.323,52.66
1750.0,-32.420,-5.645,-35.361,-11.474,33.713,6.528,52.92
1755.0,-32.186,-5.534,-35.360,-11.473,33.944,6.735,53.19
1760.0,-31.947,-5.420,-35.357,-11.472,34.181,6.946,53.45
1765.0,-31.704,-5.304,-35.353,-11.470,34.423,7.165,53.72
1770.0,-31.464,-5.189,-35.353,-11.470,34.662,7.388,53.98
1775.0,-31.452,-5.169,-35.353,-11.470,34.684,7.411,54.01
1780.0,-31.447,-5.166,-35.353,-11.470,34.690,7.416,54.01
1785.0,-31.444,-5.162,-35.353,-11.470,34.695,7.421,54.02
1790.0,-31.442,-5.156,-35.353,-11.470,34.700,7.427,54.02
1795.0,-31.447,-5.145,-35.353,-11.470,34.706,7.434,54.04
1800.0,-31.445,-5.140,-35.353,-11.470,34.711,7.439,54.04
1805.0,-31.445,-5.139,-35.353,-11.470,34.712,7.440,54.04
1810.0,-31.461,-5.133,-35.353,-11.470,34.707,7.436,54.05
1815.0,-31.462,-5.059,-35.322,-11.412,34.765,7.434,54.13
1820.0,-31.414,-4.977,-35.258,-11.343,34.859,7.437,54.23
1825.0,-31.341,-4.905,-35.183,-11.271,34.961,7.437,54.33
1830.0,-31.218,-4.788,-35.062,-11.156,35.129,7.438,54.50
1835.0,-31.050,-4.630,-34.897,-11.000,35.356,7.442,54.73
1840.0,-30.928,-4.514,-34.770,-10.880,35.524,7.436,54.90
1845.0,-30.854,-4.445,-34.698,-10.812,35.623,7.438,55.00
1850.0,-30.781,-4.375,-34.624,-10.743,35.724,7.438,55.10
1855.0,-30.739,-4.299,-34.568,-10.677,35.809,7.439,55.19
1860.0,-30.692,-4.210,-34.517,-10.594,35.908,7.443,55.29
1865.0,-30.642,-4.120,-34.465,-10.505,36.010,7.443,55.39
1870.0,-30.593,-4.035,-34.417,-10.422,36.107,7.444,55.49
1875.0,-30.535,-3.934,-34.359,-10.321,36.222,7.444,55.61
1880.0,-30.419,-3.733,-34.242,-10.118,36.452,7.442,55.84
1885.0,-30.369,-3.645,-34.193,-10.032,36.552,7.444,55.94
1890.0,-30.320,-3.560,-34.143,-9.945,36.649,7.442,56.03
1895.0,-30.317,-3.487,-34.119,-9.882,36.708,7.440,56.12
1900.0,-30.313,-3.393,-34.108,-9.791,36.784,7.439,56.21
1905.0,-30.309,-3.289,-34.103,-9.687,36.869,7.438,56.31
1910.0,-30.306,-3.195,-34.099,-9.594,36.945,7.439,56.41
1915.0,-30.303,-3.098,-34.096,-9.496,37.023,7.438,56.50
1920.0,-30.300,-2.994,-34.093,-9.392,37.107,7.438,56.61
