t_s,gt_x,gt_y,ekf_x,ekf_y,gt_error_m,divergence_m,gt_travelled_m
143.3,5.430,0.337,5.522,0.336,90.992,0.092,5.44
148.3,5.667,0.322,5.759,0.318,91.223,0.092,5.68
153.3,5.871,0.301,5.962,0.295,91.422,0.092,5.88
158.3,6.076,0.272,6.167,0.265,91.621,0.091,6.09
160.3,6.165,0.258,6.250,0.250,91.706,0.085,6.18
165.3,6.376,0.218,6.460,0.207,91.909,0.084,6.39
170.3,6.588,0.170,6.672,0.154,92.112,0.085,6.62
175.3,6.803,0.110,6.883,0.092,92.315,0.082,6.83
180.3,7.030,0.038,7.107,0.014,92.529,0.081,7.07
185.3,7.250,-0.045,7.322,-0.073,92.735,0.077,7.30
190.3,7.451,-0.138,7.524,-0.166,92.920,0.078,7.53
192.4,7.533,-0.178,7.606,-0.206,92.996,0.078,7.62
197.4,7.738,-0.284,7.809,-0.318,93.185,0.079,7.85
202.4,7.943,-0.404,8.011,-0.444,93.370,0.079,8.09
207.4,8.140,-0.536,8.205,-0.580,93.548,0.079,8.33
212.4,8.326,-0.690,8.396,-0.731,93.711,0.081,8.57
217.4,8.507,-0.841,8.574,-0.888,93.870,0.082,8.80
222.4,8.649,-0.975,8.712,-1.023,93.992,0.080,8.99
224.5,8.717,-1.041,8.781,-1.093,94.051,0.082,9.10
229.5,8.879,-1.211,8.941,-1.269,94.190,0.085,9.33
234.5,9.022,-1.375,9.081,-1.438,94.311,0.086,9.55
239.5,9.151,-1.539,9.206,-1.602,94.417,0.084,9.75
244.5,9.270,-1.701,9.320,-1.761,94.516,0.078,9.95
249.5,9.396,-1.886,9.451,-1.950,94.618,0.085,10.18
254.5,9.515,-2.066,9.570,-2.133,94.714,0.087,10.40
256.7,9.569,-2.152,9.621,-2.216,94.758,0.083,10.50
261.6,9.683,-2.345,9.736,-2.417,94.848,0.090,10.72
266.6,9.794,-2.552,9.843,-2.622,94.934,0.085,10.95
271.6,9.894,-2.761,9.943,-2.837,95.010,0.090,11.19
276.6,9.980,-2.961,10.029,-3.039,95.073,0.092,11.41
281.6,10.049,-3.142,10.097,-3.216,95.123,0.088,11.60
286.6,10.109,-3.311,10.157,-3.389,95.164,0.092,11.78
288.9,10.136,-3.392,10.184,-3.473,95.183,0.094,11.86
293.6,10.193,-3.580,10.241,-3.660,95.220,0.094,12.06
298.6,10.246,-3.777,10.293,-3.855,95.252,0.091,12.26
303.6,10.297,-3.994,10.344,-4.073,95.281,0.092,12.48
308.6,10.341,-4.216,10.388,-4.294,95.303,0.091,12.72
313.6,10.378,-4.444,10.425,-4.523,95.319,0.092,12.95
318.6,10.408,-4.672,10.454,-4.753,95.327,0.094,13.18
321.2,10.419,-4.785,10.465,-4.863,95.328,0.090,13.29
325.7,10.434,-4.981,10.479,-5.060,95.326,0.091,13.48
330.7,10.445,-5.214,10.488,-5.292,95.316,0.090,13.71
335.7,10.447,-5.448,10.488,-5.522,95.298,0.085,13.96
340.7,10.440,-5.684,10.478,-5.760,95.272,0.085,14.19
345.7,10.423,-5.913,10.459,-5.986,95.237,0.081,14.42
350.7,10.404,-6.101,10.436,-6.173,95.204,0.079,14.60
353.4,10.388,-6.215,10.421,-6.281,95.179,0.074,14.73
357.8,10.379,-6.331,10.402,-6.400,95.161,0.073,14.84
362.8,10.421,-6.346,10.402,-6.400,95.202,0.057,14.89
367.8,10.456,-6.368,10.402,-6.400,95.235,0.062,14.93
372.8,10.473,-6.385,10.402,-6.400,95.251,0.072,14.95
377.8,10.470,-6.390,10.402,-6.400,95.248,0.069,14.96
382.8,10.472,-6.395,10.407,-6.401,95.249,0.065,14.96
385.7,10.620,-6.421,10.549,-6.424,95.395,0.071,15.11
389.8,10.840,-6.458,10.774,-6.462,95.612,0.067,15.33
394.8,11.094,-6.501,11.029,-6.504,95.862,0.065,15.59
399.8,11.096,-6.502,11.031,-6.504,95.864,0.065,15.59
404.8,11.104,-6.504,11.031,-6.504,95.872,0.073,15.60
409.8,11.124,-6.517,11.031,-6.504,95.890,0.094,15.63
414.8,11.157,-6.539,11.031,-6.504,95.922,0.130,15.66
417.9,11.179,-6.554,11.031,-6.504,95.943,0.157,15.69
421.9,11.203,-6.575,11.031,-6.504,95.965,0.186,15.72
426.9,11.220,-6.586,11.031,-6.504,95.981,0.206,15.74
431.9,11.221,-6.587,11.031,-6.504,95.982,0.207,15.74
436.9,11.210,-6.579,11.026,-6.498,95.972,0.202,15.74
441.9,11.053,-6.393,10.872,-6.315,95.828,0.196,15.98
446.9,10.890,-6.200,10.709,-6.120,95.681,0.198,16.24
450.2,10.781,-6.069,10.597,-5.987,95.582,0.201,16.40
454.0,10.656,-5.921,10.474,-5.840,95.469,0.199,16.59
459.0,10.493,-5.727,10.311,-5.645,95.322,0.200,16.85
464.0,10.416,-5.638,10.237,-5.558,95.252,0.195,16.97
469.0,10.412,-5.634,10.237,-5.558,95.248,0.190,16.98
474.0,10.417,-5.639,10.237,-5.558,95.253,0.198,16.98
479.0,10.431,-5.480,10.246,-5.397,95.280,0.203,17.14
482.4,10.441,-5.311,10.255,-5.231,95.304,0.202,17.31
486.0,10.451,-5.130,10.265,-5.051,95.329,0.201,17.50
491.0,10.465,-4.876,10.280,-4.792,95.366,0.203,17.75
496.0,10.479,-4.613,10.294,-4.532,95.404,0.202,18.02
501.0,10.493,-4.371,10.308,-4.285,95.440,0.204,18.26
506.0,10.510,-4.392,10.308,-4.285,95.455,0.229,18.28
511.0,10.557,-4.425,10.308,-4.285,95.499,0.286,18.34
514.7,10.580,-4.439,10.308,-4.285,95.521,0.313,18.37
518.1,10.588,-4.444,10.308,-4.285,95.528,0.322,18.38
523.1,10.626,-4.468,10.308,-4.285,95.563,0.367,18.42
528.1,10.671,-4.490,10.308,-4.285,95.607,0.417,18.47
533.1,10.696,-4.499,10.308,-4.285,95.630,0.443,18.50
538.1,10.701,-4.503,10.308,-4.285,95.635,0.450,18.50
543.1,10.702,-4.503,10.308,-4.285,95.636,0.451,18.51
546.9,10.631,-4.381,10.238,-4.163,95.576,0.449,18.64
550.2,10.550,-4.240,10.159,-4.024,95.510,0.447,18.81
555.2,10.440,-4.046,10.047,-3.828,95.418,0.450,19.03
560.2,10.332,-3.859,9.940,-3.642,95.330,0.448,19.25
565.2,10.219,-3.660,9.828,-3.446,95.237,0.446,19.48
570.2,10.097,-3.448,9.705,-3.231,95.138,0.448,19.72
575.2,9.978,-3.241,9.586,-3.023,95.042,0.449,19.96
579.2,9.878,-3.065,9.486,-2.849,94.961,0.447,20.16
582.2,9.799,-2.928,9.407,-2.710,94.898,0.449,20.33
587.2,9.695,-2.751,9.303,-2.531,94.814,0.449,20.53
592.2,9.696,-2.747,9.304,-2.531,94.815,0.449,20.53
597.2,9.698,-2.744,9.304,-2.531,94.818,0.449,20.53
602.2,9.699,-2.741,9.303,-2.530,94.819,0.449,20.54
607.2,9.699,-2.744,9.299,-2.531,94.819,0.454,20.54
611.4,9.496,-2.791,9.099,-2.576,94.612,0.451,20.74
614.3,9.357,-2.822,8.963,-2.608,94.470,0.449,20.89
619.3,9.101,-2.881,8.703,-2.667,94.209,0.452,21.15
624.3,8.850,-2.939,8.456,-2.724,93.953,0.449,21.40
629.3,8.594,-2.998,8.197,-2.783,93.692,0.451,21.67
634.3,8.341,-3.055,7.943,-2.842,93.435,0.452,21.92
639.3,8.210,-3.081,7.809,-2.872,93.302,0.452,22.07
643.7,8.216,-3.085,7.809,-2.872,93.307,0.459,22.07
646.4,8.233,-3.095,7.809,-2.872,93.323,0.479,22.09
651.4,8.271,-3.118,7.809,-2.872,93.357,0.523,22.14
656.4,8.301,-3.148,7.809,-2.872,93.385,0.565,22.18
661.4,8.279,-3.191,7.809,-2.872,93.358,0.568,22.23
666.4,8.314,-3.221,7.809,-2.872,93.389,0.614,22.28
671.4,8.321,-3.234,7.809,-2.872,93.394,0.627,22.30
675.9,8.314,-3.231,7.809,-2.872,93.388,0.619,22.31
678.4,8.328,-3.240,7.809,-2.872,93.401,0.636,22.32
683.4,8.370,-3.266,7.809,-2.872,93.440,0.686,22.37
688.4,8.370,-3.272,7.809,-2.872,93.439,0.689,22.38
693.4,8.387,-3.232,7.809,-2.872,93.461,0.681,22.42
698.4,8.395,-3.207,7.809,-2.872,93.471,0.675,22.44
703.4,8.396,-3.195,7.809,-2.872,93.474,0.670,22.46
708.2,8.394,-3.195,7.809,-2.872,93.471,0.668,22.46
710.5,8.399,-3.198,7.809,-2.872,93.476,0.674,22.46
715.5,8.431,-3.211,7.809,-2.872,93.507,0.708,22.49
720.5,8.480,-3.229,7.809,-2.872,93.554,0.760,22.54
725.5,8.516,-3.245,7.809,-2.872,93.588,0.799,22.58
730.5,8.523,-3.259,7.809,-2.872,93.593,0.812,22.60
735.5,8.526,-3.267,7.809,-2.872,93.595,0.819,22.61
740.4,8.528,-3.274,7.809,-2.871,93.596,0.824,22.62
742.6,8.471,-3.197,7.753,-2.793,93.547,0.823,22.71
747.6,8.322,-2.989,7.602,-2.582,93.422,0.827,22.96
752.6,8.184,-2.796,7.466,-2.394,93.307,0.822,23.20
757.6,8.052,-2.613,7.333,-2.209,93.197,0.825,23.43
762.6,7.921,-2.434,7.201,-2.026,93.088,0.828,23.65
767.6,7.778,-2.236,7.060,-1.831,92.970,0.824,23.89
772.6,7.628,-2.027,6.908,-1.620,92.846,0.826,24.15
774.6,7.564,-1.938,6.846,-1.534,92.793,0.823,24.26
779.6,7.417,-1.734,6.698,-1.328,92.673,0.826,24.51
784.6,7.368,-1.645,6.636,-1.242,92.636,0.836,24.62
789.6,7.376,-1.645,6.636,-1.242,92.643,0.842,24.63
794.6,7.389,-1.660,6.636,-1.242,92.654,0.861,24.65
799.6,7.420,-1.674,6.636,-1.242,92.684,0.896,24.69
804.6,7.466,-1.690,6.636,-1.242,92.727,0.944,24.73
806.7,7.483,-1.696,6.636,-1.242,92.743,0.961,24.75
811.7,7.502,-1.709,6.636,-1.242,92.761,0.985,24.78
816.7,7.537,-1.743,6.636,-1.242,92.791,1.032,24.82
821.7,7.569,-1.773,6.636,-1.242,92.819,1.074,24.87
826.7,7.584,-1.781,6.636,-1.242,92.833,1.091,24.89
831.7,7.614,-1.794,6.636,-1.242,92.861,1.123,24.92
836.7,7.661,-1.811,6.636,-1.242,92.906,1.173,24.97
838.8,7.677,-1.816,6.636,-1.242,92.921,1.190,24.99
843.8,7.706,-1.827,6.635,-1.242,92.948,1.220,25.02
848.8,7.567,-1.873,6.492,-1.285,92.805,1.226,25.16
853.8,7.370,-1.886,6.292,-1.294,92.607,1.230,25.36
858.8,7.156,-1.876,6.079,-1.282,92.396,1.229,25.57
863.8,6.927,-1.862,5.851,-1.269,92.171,1.229,25.80
868.8,6.692,-1.847,5.615,-1.254,91.939,1.229,26.04
870.9,6.595,-1.841,5.517,-1.248,91.844,1.230,26.13
875.9,6.381,-1.829,5.302,-1.236,91.633,1.231,26.35
880.9,6.168,-1.820,5.094,-1.227,91.423,1.226,26.57
885.9,5.954,-1.812,4.877,-1.219,91.212,1.229,26.78
890.9,5.742,-1.804,4.667,-1.212,91.003,1.228,26.99
895.9,5.538,-1.798,4.464,-1.206,90.801,1.227,27.19
900.9,5.327,-1.793,4.252,-1.201,90.593,1.227,27.40
902.9,5.245,-1.791,4.167,-1.200,90.511,1.229,27.48
907.9,5.027,-1.787,3.949,-1.195,90.295,1.229,27.70
912.9,4.825,-1.783,3.747,-1.192,90.096,1.230,27.91
917.9,4.630,-1.781,3.551,-1.189,89.903,1.231,28.10
922.9,4.437,-1.778,3.361,-1.187,89.711,1.227,28.30
927.9,4.230,-1.776,3.154,-1.185,89.506,1.228,28.50
932.9,4.000,-1.774,2.924,-1.183,89.279,1.228,28.73
935.0,3.901,-1.773,2.825,-1.182,89.181,1.227,28.83
940.0,3.660,-1.772,2.584,-1.180,88.942,1.228,29.07
945.0,3.420,-1.770,2.342,-1.179,88.705,1.230,29.31
950.0,3.184,-1.769,2.104,-1.178,88.470,1.231,29.55
955.0,2.942,-1.768,1.859,-1.177,88.231,1.234,29.79
960.0,2.702,-1.767,1.622,-1.176,87.993,1.231,30.03
965.0,2.458,-1.767,1.378,-1.175,87.751,1.231,30.28
967.1,2.357,-1.766,1.277,-1.175,87.651,1.231,30.38
972.1,2.117,-1.766,1.032,-1.175,87.413,1.235,30.61
977.1,1.878,-1.765,0.796,-1.174,87.176,1.233,30.86
982.1,1.643,-1.765,0.563,-1.174,86.943,1.231,31.09
987.1,1.407,-1.765,0.326,-1.173,86.710,1.232,31.32
992.1,1.164,-1.764,0.081,-1.173,86.469,1.234,31.57
997.1,0.924,-1.764,-0.157,-1.173,86.231,1.232,31.81
999.1,0.824,-1.764,-0.257,-1.173,86.133,1.232,31.91
1004.1,0.580,-1.764,-0.501,-1.173,85.890,1.232,32.16
1009.1,0.336,-1.764,-0.618,-1.173,85.649,1.122,32.40
1014.1,0.095,-1.764,-0.618,-1.173,85.410,0.926,32.63
1019.1,-0.138,-1.763,-0.618,-1.173,85.179,0.761,32.87
1024.1,-0.379,-1.763,-0.618,-1.173,84.940,0.637,33.11
1029.1,-0.476,-1.763,-0.618,-1.173,84.844,0.607,33.30
1031.2,-0.365,-1.763,-0.618,-1.173,84.954,0.643,33.41
1036.2,-0.107,-1.764,-0.618,-1.173,85.210,0.781,33.68
1041.2,0.153,-1.764,-0.618,-1.173,85.467,0.971,33.93
1046.2,0.408,-1.764,-0.618,-1.173,85.720,1.184,34.19
1051.2,0.655,-1.764,-0.618,-1.173,85.964,1.403,34.43
1056.2,0.918,-1.764,-0.618,-1.173,86.226,1.646,34.70
1061.2,1.178,-1.764,-0.618,-1.173,86.483,1.891,34.96
1063.3,1.287,-1.764,-0.618,-1.173,86.591,1.995,35.07
1068.3,1.438,-1.763,-0.617,-1.173,86.741,2.138,35.22
1073.3,1.435,-1.759,-0.617,-1.173,86.739,2.135,35.22
1078.3,1.436,-1.759,-0.617,-1.173,86.740,2.135,35.22
1083.3,1.441,-1.761,-0.617,-1.173,86.744,2.141,35.22
1088.3,1.447,-1.764,-0.617,-1.173,86.750,2.148,35.23
1093.3,1.448,-1.764,-0.617,-1.173,86.750,2.148,35.23
1095.3,1.448,-1.764,-0.617,-1.173,86.750,2.148,35.23
1100.3,1.444,-1.760,-0.617,-1.173,86.747,2.143,35.23
1105.3,1.493,-1.811,-0.567,-1.228,86.789,2.141,35.30
1110.3,1.659,-1.991,-0.400,-1.409,86.929,2.140,35.54
1115.3,1.839,-2.187,-0.224,-1.601,87.082,2.145,35.81
1120.3,2.007,-2.370,-0.052,-1.788,87.225,2.140,36.05
1125.3,2.166,-2.543,0.105,-1.958,87.362,2.143,36.29
1127.4,2.231,-2.613,0.168,-2.028,87.417,2.144,36.39
1132.4,2.395,-2.792,0.335,-2.209,87.559,2.141,36.62
1137.4,2.576,-2.988,0.516,-2.406,87.715,2.140,36.90
1142.4,2.737,-3.166,0.679,-2.582,87.854,2.139,37.13
1147.4,2.717,-3.198,0.684,-2.588,87.830,2.122,37.17
1152.4,2.697,-3.222,0.684,-2.588,87.808,2.110,37.20
1157.4,2.695,-3.226,0.684,-2.588,87.805,2.109,37.21
1159.7,2.699,-3.229,0.684,-2.588,87.809,2.114,37.21
1164.5,2.717,-3.245,0.684,-2.588,87.825,2.137,37.24
1169.5,2.745,-3.268,0.684,-2.588,87.851,2.171,37.27
1174.5,2.776,-3.292,0.684,-2.588,87.878,2.207,37.31
1179.5,2.789,-3.325,0.676,-2.597,87.887,2.235,37.35
1184.5,2.702,-3.436,0.560,-2.686,87.788,2.269,37.50
1189.5,2.540,-3.520,0.387,-2.762,87.618,2.283,37.68
1191.9,2.449,-3.553,0.295,-2.795,87.523,2.284,37.78
1196.5,2.263,-3.617,0.109,-2.858,87.332,2.284,37.98
1201.5,2.071,-3.680,-0.085,-2.920,87.134,2.285,38.18
1206.5,1.848,-3.747,-0.311,-2.987,86.904,2.288,38.41
1211.5,1.620,-3.812,-0.539,-3.053,86.670,2.289,38.65
1216.5,1.402,-3.874,-0.756,-3.114,86.447,2.288,38.88
1221.5,1.184,-3.933,-0.975,-3.171,86.224,2.289,39.10
1224.2,1.064,-3.959,-1.095,-3.197,86.102,2.289,39.22
1228.6,0.859,-4.000,-1.301,-3.238,85.894,2.291,39.43
1233.6,0.623,-4.044,-1.535,-3.282,85.655,2.289,39.68
1238.6,0.398,-4.081,-1.765,-3.318,85.427,2.293,39.90
1243.6,0.168,-4.103,-1.991,-3.340,85.196,2.290,40.13
1248.6,-0.063,-4.121,-2.224,-3.359,84.964,2.291,40.36
1253.6,-0.277,-4.136,-2.440,-3.373,84.749,2.293,40.57
1256.4,-0.387,-4.135,-2.550,-3.372,84.641,2.294,40.68
1260.7,-0.566,-4.123,-2.728,-3.361,84.464,2.292,40.87
1265.7,-0.760,-4.106,-2.922,-3.343,84.273,2.292,41.06
1270.7,-0.984,-4.084,-3.149,-3.320,84.052,2.296,41.29
1275.7,-1.187,-4.049,-3.341,-3.277,83.854,2.288,41.49
1280.7,-1.389,-3.983,-3.541,-3.214,83.662,2.286,41.70
1285.7,-1.599,-3.910,-3.750,-3.142,83.461,2.285,41.93
1288.7,-1.726,-3.866,-3.877,-3.097,83.340,2.284,42.06
1292.7,-1.862,-3.815,-4.036,-3.032,83.210,2.310,42.21
1297.7,-2.043,-3.708,-4.220,-2.936,83.043,2.310,42.42
1302.7,-2.244,-3.591,-4.423,-2.818,82.858,2.312,42.65
1307.7,-2.452,-3.465,-4.629,-2.692,82.666,2.311,42.89
1312.7,-2.651,-3.330,-4.826,-2.552,82.485,2.309,43.14
1317.7,-2.848,-3.183,-5.018,-2.408,82.308,2.304,43.38
1320.9,-2.975,-3.087,-5.146,-2.310,82.194,2.306,43.54
1324.8,-3.131,-2.968,-5.303,-2.190,82.053,2.307,43.74
1329.8,-3.326,-2.817,-5.495,-2.040,81.879,2.303,43.98
1334.8,-3.499,-2.674,-5.667,-1.895,81.727,2.304,44.21
1339.8,-3.653,-2.542,-5.823,-1.762,81.591,2.306,44.41
1344.8,-3.835,-2.387,-6.005,-1.605,81.432,2.307,44.64
1349.8,-4.010,-2.237,-6.176,-1.459,81.279,2.302,44.88
1353.2,-4.131,-2.133,-6.297,-1.353,81.173,2.302,45.04
1356.9,-4.266,-2.012,-6.431,-1.232,81.056,2.301,45.22
1361.9,-4.443,-1.851,-6.609,-1.069,80.904,2.302,45.46
1366.9,-4.629,-1.681,-6.792,-0.901,80.745,2.300,45.71
1371.9,-4.816,-1.509,-6.984,-0.726,80.584,2.305,45.96
1376.9,-5.002,-1.338,-7.167,-0.555,80.426,2.302,46.22
1381.9,-5.181,-1.169,-7.345,-0.386,80.274,2.301,46.47
1385.4,-5.306,-1.051,-7.468,-0.270,80.170,2.299,46.64
1388.9,-5.429,-0.933,-7.594,-0.150,80.066,2.303,46.81
1393.9,-5.610,-0.761,-7.771,0.019,79.914,2.298,47.05
1398.9,-5.791,-0.589,-7.953,0.192,79.763,2.299,47.30
1403.9,-5.971,-0.415,-8.133,0.368,79.613,2.299,47.56
1408.9,-6.149,-0.242,-8.310,0.539,79.466,2.298,47.81
1413.9,-6.329,-0.068,-8.491,0.715,79.318,2.299,48.05
1417.7,-6.465,0.065,-8.630,0.850,79.206,2.303,48.24
1421.0,-6.586,0.181,-8.751,0.967,79.107,2.303,48.41
1426.0,-6.768,0.360,-8.931,1.143,78.959,2.300,48.67
1431.0,-6.943,0.531,-9.105,1.315,78.816,2.300,48.91
1436.0,-7.119,0.704,-9.281,1.487,78.673,2.299,49.16
1441.0,-7.299,0.880,-9.461,1.663,78.529,2.299,49.41
1446.0,-7.480,1.055,-9.646,1.841,78.382,2.304,49.66
1449.9,-7.625,1.193,-9.791,1.980,78.266,2.305,49.87
1453.1,-7.743,1.306,-9.908,2.091,78.171,2.302,50.03
1458.1,-7.922,1.477,-10.086,2.261,78.028,2.302,50.27
1463.1,-8.095,1.641,-10.259,2.424,77.889,2.301,50.51
1468.1,-8.261,1.787,-10.424,2.569,77.755,2.300,50.73
1473.1,-8.443,1.941,-10.609,2.726,77.606,2.304,50.98
1478.1,-8.639,2.105,-10.805,2.889,77.447,2.304,51.23
1482.2,-8.798,2.238,-10.962,3.021,77.318,2.301,51.43
1485.2,-8.907,2.328,-11.072,3.110,77.229,2.302,51.57
1490.2,-9.110,2.466,-11.273,3.248,77.059,2.300,51.82
1495.2,-9.324,2.600,-11.487,3.383,76.877,2.300,52.08
1500.2,-9.544,2.733,-11.708,3.517,76.690,2.302,52.33
1505.2,-9.755,2.853,-11.913,3.637,76.509,2.296,52.57
1510.2,-9.982,2.950,-12.128,3.734,76.308,2.285,52.83
1514.4,-10.185,3.027,-12.326,3.811,76.126,2.280,53.04
1517.2,-10.317,3.076,-12.461,3.861,76.008,2.283,53.18
1522.2,-10.454,3.123,-12.597,3.910,75.885,2.283,53.32
1527.2,-10.690,3.176,-12.835,3.971,75.666,2.287,53.56
1532.2,-10.939,3.227,-13.084,4.024,75.434,2.288,53.82
1537.2,-11.191,3.277,-13.336,4.074,75.199,2.288,54.08
1542.2,-11.447,3.314,-13.583,4.116,74.958,2.282,54.34
1546.7,-11.665,3.339,-13.797,4.143,74.751,2.278,54.56
1549.3,-11.800,3.354,-13.938,4.159,74.623,2.285,54.69
1554.3,-12.052,3.379,-14.190,4.185,74.383,2.285,54.94
1559.3,-12.301,3.395,-14.439,4.203,74.144,2.285,55.19
1564.3,-12.554,3.410,-14.690,4.218,73.900,2.283,55.45
1569.3,-12.808,3.424,-14.945,4.233,73.657,2.286,55.70
1574.3,-13.060,3.433,-15.195,4.244,73.413,2.283,55.95
1578.9,-13.299,3.441,-15.435,4.252,73.183,2.285,56.19
1581.4,-13.425,3.445,-15.563,4.256,73.061,2.287,56.32
1586.4,-13.679,3.451,-15.814,4.264,72.815,2.284,56.58
1591.4,-13.939,3.456,-16.079,4.269,72.564,2.289,56.84
1596.4,-14.197,3.461,-16.331,4.274,72.314,2.283,57.09
1601.4,-14.454,3.465,-16.588,4.278,72.065,2.284,57.35
1606.4,-14.712,3.467,-16.848,4.281,71.814,2.285,57.60
1611.2,-14.958,3.470,-17.092,4.284,71.576,2.284,57.85
1613.4,-15.074,3.471,-17.208,4.285,71.463,2.284,57.97
1618.4,-15.332,3.473,-17.474,4.287,71.213,2.291,58.23
1623.4,-15.589,3.474,-17.726,4.288,70.964,2.286,58.48
1628.4,-15.845,3.476,-17.983,4.289,70.715,2.288,58.74
1633.4,-16.102,3.476,-18.243,4.291,70.467,2.291,58.99
1638.4,-16.361,3.477,-18.501,4.292,70.215,2.290,59.26
1643.4,-16.616,3.478,-18.759,4.293,69.967,2.292,59.51
1645.5,-16.723,3.479,-18.864,4.293,69.864,2.291,59.62
1650.5,-16.981,3.479,-19.121,4.294,69.614,2.290,59.87
1655.5,-17.239,3.480,-19.379,4.294,69.363,2.290,60.13
1660.5,-17.494,3.480,-19.631,4.295,69.116,2.287,60.39
1665.5,-17.748,3.480,-19.888,4.295,68.870,2.289,60.64
1670.5,-17.991,3.481,-20.130,4.295,68.635,2.289,60.88
1675.5,-18.238,3.481,-20.379,4.296,68.396,2.291,61.13
1677.6,-18.341,3.481,-20.483,4.296,68.296,2.292,61.23
1682.6,-18.588,3.481,-20.514,4.296,68.056,2.091,61.48
1687.6,-18.832,3.481,-20.514,4.296,67.820,1.868,61.73
1692.6,-19.076,3.482,-20.514,4.296,67.584,1.652,61.97
1697.6,-19.328,3.482,-20.514,4.296,67.340,1.438,62.22
1702.6,-19.159,3.482,-20.514,4.296,67.503,1.580,62.43
1707.6,-18.881,3.481,-20.514,4.296,67.773,1.825,62.71
1709.6,-18.767,3.481,-20.514,4.296,67.883,1.927,62.83
1714.6,-18.722,3.453,-20.511,4.296,67.920,1.978,62.89
1719.6,-18.710,3.409,-20.517,4.292,67.920,2.011,62.94
1724.6,-18.749,3.324,-20.570,4.242,67.862,2.039,63.03
1729.6,-18.800,3.230,-20.623,4.161,67.789,2.047,63.13
1734.6,-18.851,3.138,-20.674,4.072,67.717,2.049,63.24
1739.6,-18.901,3.046,-20.725,3.979,67.646,2.049,63.34
1741.7,-18.922,3.007,-20.747,3.940,67.616,2.049,63.39
1746.7,-18.969,2.921,-20.793,3.855,67.550,2.049,63.48
1751.7,-19.001,2.853,-20.835,3.780,67.503,2.056,63.56
1756.7,-19.003,2.802,-20.884,3.723,67.488,2.095,63.61
1761.7,-19.049,2.743,-20.959,3.665,67.429,2.121,63.69
1766.7,-19.130,2.687,-21.046,3.609,67.338,2.127,63.79
1771.7,-19.226,2.632,-21.136,3.553,67.231,2.121,63.90
1773.8,-19.264,2.609,-21.173,3.531,67.189,2.120,63.94
1778.8,-19.354,2.554,-21.264,3.475,67.088,2.121,64.05
1783.8,-19.434,2.504,-21.354,3.421,66.999,2.127,64.14
1788.8,-19.480,2.479,-21.393,3.405,66.948,2.126,64.19
1793.8,-19.578,2.436,-21.478,3.395,66.843,2.129,64.30
1798.8,-19.682,2.431,-21.582,3.397,66.741,2.132,64.41
1803.8,-19.777,2.427,-21.678,3.402,66.648,2.137,64.50
1805.8,-19.804,2.428,-21.718,3.409,66.621,2.151,64.53
1810.8,-19.883,2.453,-21.814,3.430,66.550,2.164,64.62
1815.8,-19.983,2.482,-21.917,3.457,66.460,2.166,64.73
1820.8,-20.082,2.510,-22.020,3.485,66.371,2.169,64.83
1825.8,-20.193,2.537,-22.122,3.513,66.270,2.162,64.94
1830.8,-20.287,2.561,-22.225,3.541,66.183,2.172,65.04
1835.8,-20.380,2.586,-22.318,3.566,66.099,2.171,65.13
1837.9,-20.422,2.598,-22.359,3.578,66.062,2.171,65.18
1842.9,-20.524,2.626,-22.458,3.606,65.970,2.168,65.28
