t_s,gt_x,gt_y,ekf_x,ekf_y,gt_error_m,divergence_m,gt_travelled_m
843.8,-20.972,6.635,-19.900,6.840,66.629,1.091,28.13
845.9,-21.072,6.626,-20.001,6.831,66.531,1.090,28.24
850.9,-21.309,6.606,-20.238,6.811,66.298,1.091,28.47
855.9,-21.551,6.585,-20.480,6.790,66.061,1.090,28.71
860.9,-21.795,6.565,-20.726,6.770,65.822,1.089,28.95
865.9,-22.048,6.543,-20.977,6.749,65.575,1.091,29.21
870.9,-22.298,6.522,-21.224,6.728,65.330,1.094,29.46
875.9,-22.550,6.501,-21.477,6.706,65.084,1.092,29.71
877.9,-22.656,6.491,-21.581,6.697,64.980,1.094,29.82
882.9,-22.876,6.473,-21.802,6.679,64.765,1.094,30.04
887.9,-23.077,6.453,-22.008,6.658,64.568,1.088,30.24
892.9,-23.300,6.415,-22.230,6.622,64.344,1.090,30.46
897.9,-23.551,6.369,-22.480,6.576,64.091,1.091,30.73
902.9,-23.791,6.324,-22.721,6.531,63.848,1.090,30.97
907.9,-24.012,6.263,-22.939,6.464,63.619,1.092,31.19
910.0,-24.111,6.228,-23.038,6.430,63.514,1.092,31.31
915.0,-24.350,6.141,-23.276,6.344,63.261,1.092,31.56
920.0,-24.579,6.054,-23.513,6.257,63.016,1.086,31.80
925.0,-24.793,5.963,-23.727,6.166,62.784,1.086,32.04
930.0,-24.990,5.874,-23.921,6.077,62.570,1.088,32.25
935.0,-25.204,5.775,-24.134,5.979,62.335,1.090,32.49
940.0,-25.387,5.690,-24.320,5.895,62.135,1.086,32.68
942.3,-25.480,5.651,-24.409,5.858,62.035,1.091,32.79
947.1,-25.682,5.568,-24.612,5.774,61.817,1.090,33.01
952.1,-25.897,5.481,-24.829,5.686,61.586,1.087,33.24
957.1,-26.109,5.395,-25.039,5.602,61.358,1.089,33.47
962.1,-26.307,5.326,-25.234,5.535,61.148,1.093,33.68
967.1,-26.523,5.263,-25.450,5.474,60.922,1.093,33.91
972.1,-26.747,5.203,-25.678,5.413,60.691,1.089,34.14
974.5,-26.856,5.174,-25.787,5.384,60.579,1.089,34.25
979.1,-27.045,5.126,-25.972,5.338,60.384,1.093,34.44
984.1,-27.264,5.081,-26.194,5.294,60.162,1.090,34.66
989.1,-27.489,5.039,-26.420,5.252,59.935,1.090,34.90
994.1,-27.708,4.999,-26.639,5.212,59.714,1.090,35.12
999.1,-27.926,4.957,-26.856,5.170,59.494,1.091,35.34
1004.1,-28.147,4.913,-27.075,5.125,59.270,1.092,35.57
1006.8,-28.264,4.889,-27.194,5.101,59.151,1.091,35.69
1011.2,-28.460,4.848,-27.388,5.061,58.953,1.093,35.88
1016.2,-28.673,4.798,-27.604,5.008,58.734,1.089,36.10
1021.2,-28.871,4.746,-27.799,4.956,58.529,1.092,36.31
1026.2,-29.088,4.686,-28.015,4.897,58.305,1.093,36.54
1031.2,-29.283,4.632,-28.223,4.840,58.102,1.081,36.74
1036.2,-29.495,4.569,-28.443,4.777,57.882,1.072,36.96
1039.0,-29.625,4.529,-28.577,4.736,57.746,1.068,37.09
1043.3,-29.814,4.474,-28.765,4.679,57.549,1.069,37.30
1048.3,-30.034,4.409,-28.985,4.614,57.320,1.069,37.52
1053.3,-30.272,4.339,-29.218,4.545,57.072,1.074,37.77
1058.3,-30.509,4.268,-29.457,4.474,56.825,1.071,38.02
1063.3,-30.749,4.196,-29.696,4.402,56.574,1.073,38.27
1068.3,-30.971,4.128,-29.917,4.332,56.342,1.073,38.50
1071.3,-31.098,4.087,-30.041,4.292,56.209,1.076,38.63
1075.3,-31.264,4.032,-30.212,4.235,56.034,1.071,38.80
1080.3,-31.477,3.961,-30.422,4.165,55.809,1.075,39.04
1085.3,-31.693,3.890,-30.637,4.094,55.581,1.076,39.26
1090.3,-31.908,3.820,-30.856,4.022,55.355,1.072,39.48
1095.3,-32.106,3.755,-31.052,3.958,55.147,1.074,39.69
1100.3,-32.320,3.685,-31.269,3.887,54.921,1.071,39.92
1103.5,-32.458,3.640,-31.406,3.841,54.776,1.071,40.07
1107.4,-32.628,3.580,-31.571,3.783,54.597,1.076,40.24
1112.4,-32.834,3.508,-31.782,3.709,54.378,1.071,40.46
1117.4,-33.014,3.445,-31.960,3.647,54.188,1.073,40.65
1122.4,-33.207,3.378,-32.152,3.576,53.983,1.074,40.86
1127.4,-33.404,3.300,-32.350,3.490,53.772,1.071,41.06
1132.4,-33.536,3.279,-32.511,3.432,53.640,1.036,41.21
1135.8,-33.623,3.274,-32.626,3.396,53.556,1.004,41.29
1139.5,-33.720,3.273,-32.752,3.358,53.463,0.972,41.39
1144.5,-33.825,3.263,-32.932,3.307,53.360,0.894,41.50
1149.5,-33.854,3.240,-33.071,3.286,53.325,0.784,41.54
1154.5,-33.862,3.235,-33.162,3.281,53.316,0.702,41.55
1159.5,-33.858,3.238,-33.236,3.277,53.321,0.623,41.55
1164.5,-33.852,3.242,-33.310,3.272,53.328,0.543,41.56
1168.0,-33.852,3.241,-33.374,3.266,53.327,0.479,41.56
1171.5,-33.845,3.247,-33.420,3.261,53.336,0.425,41.57
1176.5,-33.841,3.250,-33.499,3.251,53.341,0.342,41.57
1181.5,-33.837,3.253,-33.581,3.238,53.346,0.256,41.58
1186.5,-33.831,3.257,-33.656,3.224,53.352,0.178,41.59
1191.5,-33.821,3.267,-33.722,3.210,53.365,0.114,41.60
1196.5,-33.845,3.248,-33.858,3.186,53.337,0.064,41.62
1200.3,-33.848,3.246,-33.932,3.178,53.333,0.108,41.64
1203.6,-33.848,3.246,-33.987,3.172,53.333,0.158,41.65
1208.6,-33.843,3.249,-34.064,3.162,53.339,0.237,41.65
1213.6,-33.836,3.254,-34.118,3.154,53.347,0.299,41.66
1218.6,-33.832,3.258,-34.191,3.142,53.352,0.377,41.66
1223.6,-33.827,3.264,-34.260,3.129,53.359,0.453,41.67
1228.6,-33.822,3.269,-34.329,3.115,53.365,0.529,41.68
1232.5,-33.821,3.272,-34.383,3.103,53.366,0.587,41.68
1235.7,-33.818,3.275,-34.427,3.092,53.370,0.635,41.69
1240.7,-33.814,3.278,-34.492,3.075,53.376,0.708,41.69
1245.7,-33.809,3.282,-34.549,3.058,53.381,0.774,41.70
1250.7,-33.808,3.283,-34.622,3.036,53.383,0.851,41.70
1255.7,-33.802,3.289,-34.679,3.017,53.390,0.918,41.71
1260.7,-33.823,3.273,-34.798,2.982,53.365,1.018,41.73
1264.8,-33.835,3.262,-34.883,2.965,53.351,1.090,41.75
1267.7,-33.842,3.256,-34.948,2.955,53.342,1.146,41.76
1272.7,-33.842,3.257,-35.029,2.945,53.342,1.228,41.76
1277.7,-33.837,3.260,-35.102,2.934,53.348,1.306,41.76
1282.7,-33.829,3.267,-35.173,2.922,53.357,1.387,41.77
1287.7,-33.829,3.268,-35.254,2.906,53.358,1.470,41.77
1292.7,-33.823,3.274,-35.316,2.892,53.366,1.541,41.78
1297.0,-33.815,3.282,-35.365,2.881,53.376,1.601,41.79
1299.8,-33.825,3.272,-35.431,2.864,53.363,1.657,41.79
1304.8,-33.847,3.254,-35.550,2.845,53.336,1.751,41.82
1309.8,-33.862,3.245,-35.662,2.835,53.319,1.847,41.84
1314.8,-33.855,3.249,-35.739,2.830,53.327,1.930,41.84
1319.8,-33.848,3.254,-35.810,2.823,53.336,2.009,41.85
1324.8,-33.842,3.258,-35.883,2.815,53.342,2.089,41.85
1329.3,-33.840,3.260,-35.946,2.806,53.345,2.154,41.86
1331.9,-33.838,3.261,-35.985,2.800,53.347,2.196,41.86
1336.9,-33.851,3.252,-36.091,2.784,53.332,2.289,41.89
1341.9,-33.866,3.242,-36.199,2.777,53.314,2.379,41.91
1346.9,-33.859,3.247,-36.274,2.773,53.323,2.462,41.91
1351.9,-33.857,3.248,-36.355,2.767,53.325,2.544,41.92
1356.9,-33.852,3.251,-36.423,2.761,53.330,2.617,41.93
1361.5,-33.846,3.255,-36.486,2.753,53.337,2.687,41.93
1364.0,-33.843,3.258,-36.513,2.750,53.342,2.719,41.93
1369.0,-33.838,3.261,-36.592,2.739,53.347,2.803,41.94
1374.0,-33.835,3.264,-36.673,2.725,53.351,2.889,41.95
1379.0,-33.831,3.268,-36.746,2.711,53.356,2.968,41.95
1384.0,-33.835,3.263,-36.832,2.694,53.350,3.050,41.97
1389.0,-33.851,3.251,-36.941,2.680,53.332,3.143,41.99
1393.8,-33.847,3.254,-37.015,2.671,53.336,3.221,41.99
1396.0,-33.840,3.259,-37.037,2.668,53.345,3.252,42.00
1401.0,-33.836,3.262,-37.106,2.658,53.350,3.326,42.00
1406.0,-33.834,3.264,-37.181,2.646,53.352,3.404,42.00
1411.0,-33.833,3.265,-37.254,2.633,53.353,3.479,42.01
1416.0,-33.830,3.269,-37.326,2.619,53.357,3.556,42.01
1421.0,-33.818,3.276,-37.382,2.607,53.370,3.626,42.02
1426.0,-33.817,3.277,-37.456,2.589,53.373,3.704,42.03
1428.1,-33.819,3.277,-37.493,2.579,53.370,3.740,42.03
1433.1,-33.814,3.282,-37.559,2.561,53.377,3.814,42.03
1438.1,-33.806,3.285,-37.617,2.544,53.385,3.882,42.04
1443.1,-33.812,3.279,-37.705,2.516,53.378,3.968,42.04
1448.1,-33.837,3.256,-37.846,2.485,53.346,4.082,42.07
1453.1,-33.838,3.255,-37.923,2.473,53.345,4.159,42.08
1458.1,-33.830,3.261,-37.983,2.462,53.355,4.229,42.09
1460.2,-33.830,3.261,-38.018,2.456,53.355,4.265,42.09
1465.2,-33.824,3.268,-38.085,2.443,53.362,4.340,42.09
1470.2,-33.821,3.274,-38.154,2.427,53.368,4.415,42.10
1475.2,-33.818,3.278,-38.229,2.409,53.372,4.496,42.11
1480.2,-33.815,3.282,-38.305,2.389,53.376,4.578,42.11
1485.2,-33.811,3.286,-38.384,2.366,53.381,4.665,42.12
1490.2,-33.806,3.289,-38.463,2.341,53.386,4.752,42.12
1492.2,-33.804,3.292,-38.492,2.331,53.389,4.786,42.13
1497.2,-33.806,3.296,-38.574,2.301,53.389,4.871,42.13
1502.2,-33.833,3.270,-38.726,2.264,53.355,4.996,42.16
1507.2,-33.840,3.265,-38.829,2.247,53.347,5.092,42.17
1512.2,-33.835,3.268,-38.905,2.235,53.352,5.174,42.17
1517.2,-33.830,3.273,-38.977,2.221,53.358,5.253,42.17
1522.2,-33.821,3.283,-39.044,2.206,53.370,5.333,42.18
1524.3,-33.822,3.283,-39.079,2.198,53.369,5.368,42.19
1529.3,-33.813,3.292,-39.146,2.181,53.380,5.447,42.20
1534.3,-33.811,3.295,-39.227,2.158,53.384,5.534,42.20
1539.3,-33.815,3.287,-39.311,2.133,53.377,5.616,42.22
1544.3,-33.836,3.268,-39.434,2.106,53.351,5.717,42.25
1549.3,-33.833,3.271,-39.516,2.093,53.355,5.804,42.25
1554.3,-33.826,3.276,-39.588,2.081,53.363,5.884,42.26
1556.4,-33.830,3.272,-39.631,2.072,53.358,5.923,42.26
1561.4,-33.826,3.277,-39.705,2.056,53.363,6.005,42.26
1566.4,-33.822,3.282,-39.771,2.041,53.369,6.077,42.27
1571.4,-33.813,3.290,-39.825,2.027,53.380,6.143,42.28
1576.4,-33.815,3.288,-39.898,2.007,53.378,6.217,42.28
1581.4,-33.810,3.290,-39.964,1.987,53.383,6.291,42.28
1586.4,-33.825,3.274,-40.077,1.957,53.363,6.389,42.29
1588.4,-33.822,3.278,-40.103,1.951,53.367,6.420,42.30
1593.4,-33.819,3.281,-40.164,1.937,53.372,6.486,42.30
1598.4,-33.819,3.281,-40.239,1.918,53.372,6.563,42.31
1603.4,-33.810,3.288,-40.292,1.904,53.382,6.628,42.32
1608.4,-33.813,3.286,-40.370,1.882,53.379,6.707,42.32
1613.4,-33.807,3.288,-40.427,1.864,53.385,6.771,42.32
1618.4,-33.805,3.291,-40.504,1.840,53.388,6.854,42.32
1620.5,-33.803,3.290,-40.532,1.830,53.389,6.886,42.33
1625.5,-33.800,3.293,-40.613,1.801,53.394,6.974,42.33
1630.5,-33.797,3.299,-40.685,1.774,53.398,7.055,42.34
1635.5,-33.791,3.305,-40.752,1.747,53.406,7.133,42.34
1640.5,-33.700,3.348,-40.711,1.766,53.505,7.187,42.44
1645.5,-33.451,3.460,-40.463,1.878,53.777,7.188,42.71
1650.5,-33.241,3.547,-40.252,1.972,54.004,7.185,42.95
1652.6,-33.227,3.532,-40.252,1.972,54.012,7.196,42.97
1657.6,-33.220,3.504,-40.251,1.972,54.010,7.197,43.00
1662.6,-33.251,3.448,-40.283,1.916,53.963,7.197,43.07
1667.6,-33.268,3.302,-40.329,1.773,53.902,7.225,43.21
1672.6,-33.298,3.100,-40.351,1.570,53.811,7.217,43.42
1677.6,-33.317,3.023,-40.357,1.472,53.769,7.209,43.50
1682.6,-33.347,2.949,-40.378,1.387,53.718,7.203,43.58
1684.6,-33.356,2.915,-40.390,1.351,53.699,7.206,43.61
1689.6,-33.394,2.814,-40.426,1.252,53.632,7.203,43.72
1694.6,-33.428,2.723,-40.461,1.158,53.573,7.206,43.82
1699.6,-33.465,2.624,-40.498,1.061,53.508,7.205,43.92
1704.6,-33.501,2.530,-40.537,0.961,53.445,7.208,44.02
1709.6,-33.535,2.440,-40.571,0.875,53.386,7.208,44.12
1714.6,-33.575,2.355,-40.619,0.794,53.323,7.215,44.21
1716.7,-33.597,2.320,-40.644,0.757,53.291,7.218,44.25
1721.7,-33.656,2.234,-40.703,0.673,53.209,7.218,44.37
1726.7,-33.716,2.150,-40.763,0.588,53.128,7.218,44.47
1731.7,-33.773,2.070,-40.820,0.508,53.049,7.218,44.57
1736.7,-33.834,1.986,-40.881,0.424,52.967,7.218,44.67
1741.7,-33.895,1.901,-40.944,0.337,52.884,7.220,44.78
1746.7,-33.950,1.824,-40.998,0.262,52.809,7.219,44.87
1748.8,-33.969,1.800,-41.020,0.238,52.783,7.221,44.90
1753.8,-34.039,1.732,-41.090,0.170,52.698,7.222,45.00
1758.8,-34.118,1.662,-41.168,0.101,52.602,7.221,45.10
1763.8,-34.197,1.594,-41.249,0.031,52.506,7.223,45.21
1768.8,-34.330,1.480,-41.380,-0.081,52.347,7.220,45.38
1773.8,-34.436,1.390,-41.487,-0.173,52.219,7.222,45.52
1778.8,-34.520,1.320,-41.569,-0.242,52.119,7.220,45.63
1780.8,-34.552,1.292,-41.601,-0.270,52.080,7.220,45.67
1785.8,-34.614,1.223,-41.662,-0.319,52.001,7.214,45.76
1790.8,-34.689,1.176,-41.737,-0.364,51.917,7.215,45.85
1795.8,-34.776,1.133,-41.828,-0.411,51.820,7.218,45.95
1800.8,-34.870,1.085,-41.920,-0.457,51.717,7.217,46.05
1805.8,-34.964,1.039,-42.013,-0.503,51.614,7.216,46.17
1810.8,-35.056,0.993,-42.107,-0.549,51.513,7.217,46.27
1813.0,-35.098,0.973,-42.148,-0.569,51.467,7.216,46.32
1817.9,-35.251,0.898,-42.300,-0.644,51.299,7.216,46.48
1822.9,-35.461,0.803,-42.507,-0.726,51.071,7.210,46.71
1827.9,-35.690,0.731,-42.733,-0.794,50.831,7.206,46.95
1832.9,-35.914,0.669,-42.957,-0.855,50.599,7.207,47.18
1837.9,-36.129,0.612,-43.172,-0.905,50.376,7.205,47.41
1842.9,-36.343,0.572,-43.387,-0.941,50.159,7.204,47.63
