t_s,gt_x,gt_y,ekf_x,ekf_y,gt_error_m,divergence_m,gt_travelled_m
265.0,-8.506,-0.440,-8.411,-0.293,54.756,0.176,8.62
270.0,-8.710,-0.409,-8.619,-0.260,54.609,0.174,8.82
275.0,-8.879,-0.370,-8.788,-0.220,54.494,0.175,8.99
280.0,-9.069,-0.312,-8.978,-0.161,54.375,0.176,9.19
285.0,-9.268,-0.245,-9.176,-0.094,54.254,0.176,9.40
290.0,-9.455,-0.180,-9.368,-0.027,54.142,0.176,9.61
295.0,-9.640,-0.106,-9.551,0.046,54.037,0.176,9.80
300.0,-9.829,-0.023,-9.737,0.127,53.935,0.177,10.01
305.0,-10.019,0.063,-9.931,0.215,53.834,0.176,10.21
310.0,-10.209,0.149,-10.122,0.303,53.736,0.176,10.42
315.0,-10.396,0.231,-10.310,0.384,53.636,0.175,10.62
320.0,-10.590,0.311,-10.504,0.463,53.531,0.175,10.84
325.0,-10.792,0.392,-10.705,0.543,53.420,0.174,11.06
330.0,-10.992,0.472,-10.908,0.624,53.312,0.174,11.27
335.0,-11.101,0.519,-11.017,0.666,53.255,0.169,11.39
340.0,-11.163,0.542,-11.081,0.685,53.220,0.165,11.45
345.0,-11.235,0.563,-11.152,0.705,53.177,0.164,11.53
350.0,-11.322,0.586,-11.239,0.728,53.123,0.164,11.62
355.0,-11.410,0.610,-11.328,0.752,53.068,0.164,11.72
360.0,-11.500,0.634,-11.417,0.775,53.013,0.164,11.81
365.0,-11.668,0.678,-11.586,0.820,52.909,0.164,11.98
370.0,-11.863,0.730,-11.778,0.871,52.789,0.165,12.18
375.0,-12.045,0.772,-11.957,0.908,52.674,0.162,12.37
380.0,-12.239,0.807,-12.149,0.940,52.545,0.161,12.56
385.0,-12.449,0.840,-12.363,0.973,52.403,0.159,12.77
390.0,-12.657,0.872,-12.569,1.005,52.263,0.159,12.98
395.0,-12.851,0.898,-12.766,1.027,52.130,0.154,13.19
400.0,-13.060,0.919,-12.975,1.046,51.982,0.153,13.39
405.0,-13.270,0.937,-13.185,1.064,51.833,0.153,13.60
410.0,-13.477,0.955,-13.392,1.081,51.686,0.152,13.81
415.0,-13.689,0.968,-13.602,1.093,51.532,0.152,14.02
420.0,-13.902,0.979,-13.817,1.104,51.377,0.151,14.23
425.0,-14.132,0.990,-14.047,1.115,51.209,0.151,14.46
430.0,-14.353,1.000,-14.268,1.123,51.048,0.150,14.69
435.0,-14.567,1.007,-14.477,1.129,50.891,0.152,14.91
440.0,-14.790,1.012,-14.700,1.134,50.726,0.152,15.13
445.0,-15.025,1.018,-14.939,1.139,50.553,0.148,15.36
450.0,-15.258,1.018,-15.172,1.137,50.379,0.146,15.59
455.0,-15.491,1.013,-15.401,1.132,50.200,0.150,15.83
460.0,-15.716,1.009,-15.629,1.128,50.030,0.147,16.05
465.0,-15.933,0.995,-15.847,1.111,49.859,0.145,16.26
470.0,-16.150,0.964,-16.061,1.083,49.677,0.148,16.49
475.0,-16.377,0.932,-16.289,1.049,49.488,0.147,16.72
480.0,-16.588,0.899,-16.500,1.015,49.309,0.145,16.93
485.0,-16.803,0.845,-16.716,0.952,49.114,0.138,17.16
490.0,-17.023,0.773,-16.938,0.877,48.903,0.135,17.39
495.0,-17.235,0.700,-17.151,0.804,48.698,0.134,17.61
500.0,-17.371,0.650,-17.284,0.751,48.564,0.133,17.75
505.0,-17.459,0.611,-17.372,0.710,48.473,0.131,17.85
510.0,-17.551,0.567,-17.463,0.666,48.376,0.132,17.95
515.0,-17.637,0.525,-17.549,0.624,48.284,0.132,18.05
520.0,-17.721,0.485,-17.634,0.583,48.195,0.132,18.14
525.0,-17.814,0.440,-17.727,0.538,48.096,0.131,18.24
530.0,-17.907,0.395,-17.821,0.493,47.998,0.131,18.35
535.0,-17.993,0.353,-17.906,0.451,47.906,0.131,18.45
540.0,-18.108,0.294,-18.018,0.392,47.782,0.133,18.58
545.0,-18.314,0.183,-18.226,0.281,47.556,0.132,18.81
550.0,-18.521,0.071,-18.433,0.168,47.328,0.130,19.04
555.0,-18.729,-0.042,-18.641,0.055,47.100,0.130,19.27
560.0,-18.930,-0.153,-18.841,-0.058,46.877,0.131,19.51
565.0,-19.116,-0.266,-19.029,-0.173,46.664,0.127,19.73
570.0,-19.308,-0.387,-19.218,-0.292,46.442,0.130,19.95
575.0,-19.505,-0.512,-19.418,-0.418,46.213,0.128,20.18
580.0,-19.681,-0.627,-19.592,-0.532,46.006,0.130,20.40
585.0,-19.860,-0.755,-19.774,-0.664,45.789,0.125,20.62
590.0,-20.038,-0.888,-19.951,-0.797,45.568,0.125,20.84
595.0,-20.208,-1.016,-20.127,-0.930,45.356,0.118,21.05
600.0,-20.385,-1.147,-20.305,-1.065,45.137,0.115,21.27
605.0,-20.555,-1.282,-20.471,-1.202,44.922,0.115,21.49
610.0,-20.722,-1.420,-20.639,-1.343,44.705,0.113,21.71
615.0,-20.894,-1.572,-20.810,-1.490,44.476,0.117,21.94
620.0,-21.057,-1.712,-20.977,-1.633,44.261,0.113,22.15
625.0,-21.223,-1.855,-21.139,-1.774,44.043,0.116,22.37
630.0,-21.383,-1.998,-21.302,-1.920,43.828,0.112,22.59
635.0,-21.551,-2.150,-21.467,-2.071,43.602,0.115,22.81
640.0,-21.716,-2.301,-21.634,-2.223,43.378,0.113,23.03
645.0,-21.891,-2.461,-21.809,-2.383,43.141,0.113,23.27
650.0,-22.069,-2.626,-21.988,-2.549,42.898,0.112,23.52
655.0,-22.245,-2.791,-22.162,-2.713,42.657,0.114,23.76
660.0,-22.422,-2.960,-22.341,-2.883,42.412,0.112,24.00
665.0,-22.600,-3.129,-22.519,-3.053,42.167,0.111,24.24
670.0,-22.776,-3.295,-22.692,-3.217,41.925,0.114,24.48
675.0,-22.949,-3.462,-22.864,-3.383,41.684,0.117,24.72
680.0,-23.126,-3.634,-23.041,-3.554,41.438,0.116,24.98
685.0,-23.302,-3.805,-23.218,-3.726,41.193,0.115,25.22
690.0,-23.480,-3.977,-23.398,-3.902,40.945,0.111,25.47
695.0,-23.653,-4.146,-23.569,-4.068,40.703,0.114,25.71
700.0,-23.820,-4.309,-23.737,-4.232,40.469,0.114,25.94
705.0,-23.994,-4.480,-23.913,-4.404,40.226,0.111,26.18
710.0,-24.170,-4.653,-24.087,-4.576,39.979,0.113,26.44
715.0,-24.347,-4.826,-24.263,-4.748,39.731,0.115,26.68
720.0,-24.522,-4.993,-24.440,-4.918,39.490,0.111,26.92
725.0,-24.700,-5.163,-24.617,-5.087,39.243,0.113,27.17
730.0,-24.870,-5.326,-24.786,-5.249,39.007,0.115,27.40
735.0,-25.048,-5.496,-24.964,-5.419,38.762,0.114,27.66
740.0,-25.207,-5.628,-25.138,-5.583,38.556,0.082,27.86
745.0,-25.355,-5.747,-25.302,-5.732,38.366,0.055,28.05
750.0,-25.539,-5.897,-25.468,-5.878,38.130,0.073,28.29
755.0,-25.707,-6.011,-25.649,-6.025,37.930,0.060,28.49
760.0,-25.830,-6.035,-25.817,-6.123,37.824,0.089,28.62
765.0,-25.991,-6.038,-25.997,-6.224,37.707,0.186,28.78
770.0,-26.169,-6.037,-26.187,-6.327,37.581,0.291,28.96
775.0,-26.344,-6.034,-26.375,-6.431,37.458,0.398,29.13
780.0,-26.519,-6.030,-26.563,-6.537,37.336,0.509,29.32
785.0,-26.695,-6.030,-26.753,-6.648,37.211,0.621,29.49
790.0,-26.885,-6.047,-26.961,-6.756,37.065,0.713,29.68
795.0,-27.072,-6.046,-27.159,-6.855,36.934,0.814,29.87
800.0,-27.257,-6.042,-27.354,-6.954,36.807,0.917,30.05
805.0,-27.436,-6.038,-27.544,-7.054,36.685,1.022,30.23
810.0,-27.623,-6.035,-27.686,-7.131,36.557,1.097,30.41
815.0,-27.807,-6.035,-27.686,-7.131,36.430,1.103,30.60
820.0,-27.987,-6.035,-27.686,-7.131,36.306,1.137,30.78
825.0,-28.169,-6.034,-27.686,-7.131,36.181,1.198,30.97
830.0,-28.209,-6.002,-27.686,-7.131,36.177,1.244,31.13
835.0,-27.959,-5.867,-27.686,-7.131,36.447,1.293,31.41
840.0,-27.727,-5.745,-27.686,-7.131,36.695,1.386,31.68
845.0,-27.704,-5.789,-27.686,-7.131,36.679,1.342,31.73
850.0,-27.703,-5.872,-27.703,-7.163,36.620,1.290,31.82
855.0,-27.731,-5.954,-27.740,-7.259,36.541,1.304,31.91
860.0,-27.747,-5.979,-27.763,-7.355,36.512,1.376,31.94
865.0,-27.751,-5.986,-27.778,-7.442,36.504,1.456,31.94
870.0,-27.752,-5.986,-27.792,-7.527,36.503,1.541,31.94
875.0,-27.713,-5.752,-27.751,-7.290,36.700,1.539,32.16
880.0,-27.670,-5.503,-27.706,-7.028,36.910,1.526,32.41
885.0,-27.628,-5.253,-27.665,-6.785,37.121,1.532,32.67
890.0,-27.584,-4.995,-27.620,-6.521,37.339,1.526,32.93
895.0,-27.563,-4.834,-27.594,-6.369,37.472,1.535,33.10
900.0,-27.604,-4.803,-27.594,-6.368,37.466,1.565,33.15
905.0,-27.637,-4.791,-27.594,-6.368,37.453,1.578,33.19
910.0,-27.652,-4.791,-27.594,-6.368,37.443,1.579,33.20
915.0,-27.704,-4.795,-27.642,-6.377,37.405,1.583,33.25
920.0,-27.786,-4.788,-27.724,-6.371,37.354,1.584,33.34
925.0,-27.884,-4.774,-27.820,-6.352,37.299,1.580,33.43
930.0,-27.984,-4.752,-27.918,-6.329,37.248,1.579,33.54
935.0,-28.078,-4.730,-28.013,-6.306,37.201,1.578,33.63
940.0,-28.178,-4.706,-28.112,-6.283,37.152,1.578,33.73
945.0,-28.277,-4.682,-28.213,-6.258,37.104,1.578,33.84
950.0,-28.366,-4.661,-28.301,-6.238,37.060,1.578,33.93
955.0,-28.445,-4.649,-28.385,-6.240,37.017,1.592,34.01
960.0,-28.548,-4.665,-28.487,-6.260,36.937,1.596,34.11
965.0,-28.653,-4.689,-28.592,-6.284,36.849,1.596,34.22
970.0,-28.755,-4.714,-28.695,-6.310,36.763,1.597,34.32
975.0,-28.846,-4.739,-28.788,-6.335,36.684,1.597,34.42
980.0,-28.939,-4.778,-28.881,-6.375,36.593,1.597,34.52
985.0,-29.036,-4.826,-28.974,-6.422,36.493,1.597,34.62
990.0,-29.132,-4.877,-29.070,-6.473,36.392,1.597,34.73
995.0,-29.229,-4.928,-29.166,-6.523,36.290,1.597,34.84
1000.0,-29.325,-4.979,-29.263,-6.575,36.188,1.597,34.95
1005.0,-29.417,-5.028,-29.355,-6.623,36.092,1.597,35.06
1010.0,-29.515,-5.076,-29.450,-6.675,35.991,1.600,35.17
1015.0,-29.613,-5.128,-29.538,-6.731,35.888,1.605,35.28
1020.0,-29.705,-5.189,-29.627,-6.792,35.781,1.605,35.39
1025.0,-29.822,-5.270,-29.740,-6.870,35.644,1.603,35.53
1030.0,-30.019,-5.407,-29.937,-7.009,35.411,1.603,35.77
1035.0,-30.131,-5.486,-30.053,-7.090,35.278,1.605,35.91
1040.0,-30.220,-5.549,-30.143,-7.153,35.173,1.606,36.02
1045.0,-30.310,-5.612,-30.232,-7.215,35.067,1.606,36.13
1050.0,-30.379,-5.628,-30.314,-7.271,35.010,1.644,36.20
1055.0,-30.437,-5.628,-30.396,-7.322,34.972,1.695,36.26
1060.0,-30.495,-5.628,-30.479,-7.375,34.935,1.747,36.31
1065.0,-30.637,-5.633,-30.656,-7.477,34.840,1.845,36.46
1070.0,-30.781,-5.634,-30.790,-7.548,34.747,1.914,36.60
1075.0,-30.922,-5.634,-30.790,-7.548,34.656,1.918,36.74
1080.0,-31.065,-5.635,-30.790,-7.548,34.565,1.933,36.88
1085.0,-31.207,-5.635,-30.790,-7.548,34.475,1.958,37.02
1090.0,-31.197,-5.589,-30.790,-7.548,34.517,2.001,37.20
1095.0,-30.950,-5.459,-30.790,-7.548,34.774,2.095,37.47
1100.0,-30.702,-5.329,-30.790,-7.548,35.032,2.220,37.76
1105.0,-30.453,-5.198,-30.786,-7.546,35.291,2.371,38.03
1110.0,-30.205,-5.068,-30.786,-7.546,35.551,2.546,38.32
1115.0,-29.954,-4.936,-30.786,-7.546,35.813,2.739,38.59
1120.0,-29.702,-4.804,-30.786,-7.546,36.076,2.949,38.88
1125.0,-29.478,-4.688,-30.783,-7.544,36.309,3.140,39.13
1130.0,-29.506,-4.677,-30.783,-7.544,36.300,3.138,39.15
1135.0,-29.548,-4.658,-30.783,-7.544,36.287,3.139,39.20
1140.0,-29.576,-4.630,-30.783,-7.544,36.290,3.154,39.25
1145.0,-29.559,-4.612,-30.783,-7.544,36.315,3.178,39.28
1150.0,-29.592,-4.649,-30.783,-7.544,36.266,3.131,39.33
1155.0,-29.624,-4.689,-30.783,-7.544,36.215,3.082,39.38
1160.0,-29.584,-4.709,-30.783,-7.544,36.225,3.078,39.42
1165.0,-29.546,-4.727,-30.783,-7.544,36.236,3.077,39.47
1170.0,-29.545,-4.720,-30.783,-7.544,36.242,3.083,39.47
1175.0,-29.561,-4.753,-30.783,-7.544,36.206,3.046,39.50
1180.0,-29.621,-4.769,-30.836,-7.541,36.155,3.027,39.56
1185.0,-29.693,-4.742,-30.914,-7.517,36.130,3.032,39.64
1190.0,-29.776,-4.696,-31.004,-7.477,36.111,3.040,39.73
1195.0,-29.867,-4.650,-31.097,-7.432,36.088,3.041,39.83
1200.0,-29.957,-4.606,-31.185,-7.388,36.065,3.042,39.93
1205.0,-30.048,-4.560,-31.278,-7.342,36.041,3.042,40.03
1210.0,-30.139,-4.516,-31.369,-7.297,36.018,3.042,40.15
1215.0,-30.194,-4.488,-31.425,-7.272,36.004,3.044,40.21
1220.0,-30.256,-4.463,-31.496,-7.259,35.984,3.059,40.27
1225.0,-30.351,-4.463,-31.590,-7.260,35.925,3.060,40.37
1230.0,-30.452,-4.471,-31.689,-7.269,35.855,3.059,40.47
1235.0,-30.552,-4.481,-31.789,-7.279,35.783,3.058,40.57
1240.0,-30.635,-4.490,-31.871,-7.295,35.725,3.065,40.65
1245.0,-30.736,-4.521,-31.968,-7.331,35.638,3.069,40.76
1250.0,-30.831,-4.560,-32.061,-7.370,35.548,3.068,40.86
1255.0,-30.931,-4.603,-32.161,-7.413,35.452,3.068,40.97
1260.0,-31.031,-4.646,-32.261,-7.457,35.356,3.069,41.08
1265.0,-31.131,-4.689,-32.362,-7.501,35.259,3.069,41.19
1270.0,-31.228,-4.731,-32.459,-7.543,35.167,3.069,41.29
1275.0,-31.324,-4.769,-32.546,-7.589,35.078,3.073,41.39
1280.0,-31.418,-4.825,-32.638,-7.646,34.975,3.073,41.50
1285.0,-31.510,-4.882,-32.728,-7.702,34.875,3.073,41.61
1290.0,-31.604,-4.941,-32.822,-7.762,34.770,3.073,41.72
1295.0,-31.759,-5.038,-32.979,-7.860,34.598,3.074,41.90
1300.0,-31.850,-5.096,-33.069,-7.917,34.496,3.073,42.02
1305.0,-31.942,-5.153,-33.159,-7.973,34.395,3.072,42.13
1310.0,-32.027,-5.207,-33.245,-8.028,34.300,3.073,42.23
1315.0,-32.119,-5.265,-33.338,-8.086,34.198,3.073,42.33
1320.0,-32.211,-5.318,-33.423,-8.145,34.100,3.076,42.44
1325.0,-32.298,-5.383,-33.508,-8.210,33.995,3.075,42.55
1330.0,-32.384,-5.449,-33.595,-8.276,33.890,3.075,42.66
1335.0,-32.579,-5.598,-33.787,-8.423,33.654,3.073,42.90
1340.0,-32.761,-5.633,-33.993,-8.566,33.516,3.181,43.10
1345.0,-32.917,-5.635,-34.183,-8.662,33.420,3.281,43.25
1350.0,-33.064,-5.635,-34.359,-8.749,33.332,3.373,43.40
1355.0,-33.201,-5.634,-34.528,-8.835,33.250,3.465,43.53
1360.0,-33.333,-5.633,-34.695,-8.921,33.173,3.558,43.66
1365.0,-33.457,-5.633,-34.852,-9.004,33.100,3.648,43.79
1370.0,-33.571,-5.632,-34.999,-9.082,33.033,3.734,43.90
1375.0,-33.688,-5.631,-35.047,-9.109,32.965,3.733,44.02
1380.0,-33.806,-5.631,-35.047,-9.109,32.896,3.693,44.14
1385.0,-33.922,-5.631,-35.047,-9.109,32.828,3.655,44.25
1390.0,-34.035,-5.628,-35.047,-9.109,32.765,3.625,44.36
1395.0,-33.920,-5.522,-35.047,-9.109,32.918,3.760,44.55
1400.0,-33.692,-5.354,-35.047,-9.109,33.188,3.992,44.84
1405.0,-33.465,-5.186,-35.044,-9.106,33.457,4.226,45.12
1410.0,-33.237,-5.019,-35.044,-9.106,33.725,4.469,45.40
1415.0,-33.008,-4.851,-35.044,-9.106,33.996,4.717,45.69
1420.0,-32.781,-4.683,-35.044,-9.106,34.265,4.968,45.97
1425.0,-32.553,-4.515,-35.044,-9.106,34.535,5.223,46.26
1430.0,-32.400,-4.407,-35.042,-9.105,34.713,5.390,46.44
1435.0,-32.415,-4.394,-35.042,-9.105,34.715,5.394,46.45
1440.0,-32.420,-4.389,-35.042,-9.105,34.716,5.396,46.46
1445.0,-32.410,-4.392,-35.042,-9.105,34.719,5.398,46.46
1450.0,-32.407,-4.389,-35.042,-9.105,34.724,5.402,46.47
1455.0,-32.406,-4.387,-35.042,-9.105,34.726,5.405,46.47
1460.0,-32.406,-4.387,-35.042,-9.105,34.726,5.405,46.47
1465.0,-32.395,-4.387,-35.031,-9.106,34.732,5.406,46.48
1470.0,-32.132,-4.414,-34.767,-9.134,34.867,5.405,46.75
1475.0,-31.868,-4.442,-34.508,-9.161,35.004,5.407,47.01
1480.0,-31.606,-4.469,-34.243,-9.188,35.142,5.406,47.28
1485.0,-31.343,-4.496,-33.979,-9.216,35.281,5.405,47.53
1490.0,-31.082,-4.523,-33.720,-9.242,35.421,5.407,47.80
1495.0,-30.822,-4.550,-33.462,-9.269,35.561,5.407,48.06
1500.0,-30.560,-4.577,-33.195,-9.297,35.704,5.405,48.33
1505.0,-30.424,-4.591,-33.061,-9.311,35.779,5.406,48.46
1510.0,-30.430,-4.584,-33.061,-9.311,35.781,5.409,48.46
1515.0,-30.459,-4.558,-33.061,-9.311,35.782,5.418,48.50
1520.0,-30.503,-4.533,-33.061,-9.311,35.774,5.419,48.55
1525.0,-30.531,-4.512,-33.061,-9.311,35.773,5.425,48.58
1530.0,-30.542,-4.503,-33.061,-9.311,35.774,5.428,48.60
1535.0,-30.541,-4.501,-33.061,-9.311,35.775,5.430,48.60
1540.0,-30.546,-4.497,-33.061,-9.311,35.775,5.431,48.61
1545.0,-30.606,-4.605,-33.099,-9.434,35.653,5.435,48.73
1550.0,-30.757,-4.768,-33.217,-9.612,35.432,5.433,48.95
1555.0,-30.925,-4.951,-33.380,-9.798,35.184,5.433,49.19
1560.0,-31.099,-5.142,-33.554,-9.990,34.926,5.435,49.46
1565.0,-31.202,-5.254,-33.660,-10.107,34.774,5.440,49.61
1570.0,-31.303,-5.365,-33.758,-10.215,34.624,5.435,49.76
1575.0,-31.479,-5.551,-33.934,-10.402,34.369,5.437,50.02
1580.0,-31.632,-5.685,-34.099,-10.587,34.169,5.488,50.22
1585.0,-31.793,-5.860,-34.264,-10.770,33.932,5.497,50.46
1590.0,-31.935,-5.975,-34.415,-10.930,33.753,5.541,50.64
1595.0,-32.031,-6.015,-34.559,-11.036,33.662,5.623,50.75
1600.0,-32.169,-6.047,-34.714,-11.124,33.551,5.679,50.89
1605.0,-32.283,-6.067,-34.850,-11.185,33.465,5.726,51.01
1610.0,-32.364,-6.072,-34.974,-11.235,33.411,5.786,51.09
1615.0,-32.430,-6.068,-35.078,-11.276,33.373,5.843,51.16
1620.0,-32.496,-6.058,-35.172,-11.317,33.340,5.901,51.23
1625.0,-32.555,-6.058,-35.215,-11.336,33.304,5.911,51.28
1630.0,-32.614,-6.055,-35.238,-11.347,33.270,5.907,51.34
1635.0,-32.675,-6.052,-35.264,-11.359,33.235,5.905,51.40
1640.0,-32.736,-6.050,-35.293,-11.373,33.200,5.905,51.47
1645.0,-32.796,-6.049,-35.304,-11.378,33.163,5.889,51.53
1650.0,-32.861,-6.049,-35.304,-11.378,33.124,5.862,51.59
1655.0,-32.925,-6.048,-35.304,-11.378,33.085,5.836,51.66
1660.0,-32.993,-6.049,-35.304,-11.378,33.044,5.808,51.72
1665.0,-32.828,-5.956,-35.304,-11.378,33.217,5.960,51.93
1670.0,-32.574,-5.828,-35.304,-11.378,33.474,6.185,52.21
1675.0,-32.326,-5.710,-35.304,-11.378,33.719,6.403,52.49
1680.0,-32.077,-5.594,-35.300,-11.376,33.964,6.620,52.77
1685.0,-31.822,-5.471,-35.297,-11.375,34.218,6.850,53.05
1690.0,-31.566,-5.349,-35.297,-11.375,34.472,7.087,53.33
1695.0,-31.313,-5.227,-35.293,-11.373,34.726,7.322,53.62
1700.0,-31.154,-5.157,-35.293,-11.373,34.880,7.468,53.79
1705.0,-31.163,-5.151,-35.293,-11.373,34.879,7.468,53.79
1710.0,-31.168,-5.154,-35.293,-11.373,34.873,7.463,53.80
1715.0,-31.172,-5.158,-35.293,-11.373,34.868,7.457,53.80
1720.0,-31.172,-5.165,-35.293,-11.373,34.862,7.451,53.81
1725.0,-31.175,-5.170,-35.293,-11.373,34.857,7.446,53.81
1730.0,-31.178,-5.170,-35.293,-11.373,34.854,7.443,53.82
1735.0,-31.190,-5.156,-35.293,-11.373,34.858,7.449,53.84
1740.0,-31.183,-5.063,-35.264,-11.317,34.934,7.467,53.93
1745.0,-31.131,-4.975,-35.198,-11.246,35.036,7.474,54.03
1750.0,-31.021,-4.868,-35.087,-11.142,35.189,7.476,54.19
1755.0,-30.841,-4.702,-34.907,-10.976,35.430,7.476,54.43
1760.0,-30.729,-4.598,-34.793,-10.871,35.582,7.475,54.58
1765.0,-30.654,-4.529,-34.719,-10.803,35.683,7.476,54.68
1770.0,-30.581,-4.462,-34.646,-10.736,35.781,7.476,54.79
1775.0,-30.533,-4.386,-34.589,-10.674,35.870,7.483,54.88
1780.0,-30.486,-4.295,-34.536,-10.589,35.970,7.484,54.98
1785.0,-30.434,-4.207,-34.484,-10.502,36.071,7.485,55.08
1790.0,-30.383,-4.120,-34.433,-10.414,36.171,7.484,55.18
1795.0,-30.332,-4.033,-34.381,-10.327,36.271,7.485,55.29
1800.0,-30.223,-3.847,-34.275,-10.146,36.484,7.490,55.50
1805.0,-30.166,-3.751,-34.216,-10.046,36.595,7.485,55.61
1810.0,-30.114,-3.663,-34.163,-9.956,36.696,7.484,55.71
1815.0,-30.120,-3.583,-34.134,-9.892,36.755,7.478,55.79
1820.0,-30.108,-3.474,-34.120,-9.802,36.847,7.492,55.90
1825.0,-30.095,-3.370,-34.113,-9.704,36.937,7.501,56.01
1830.0,-30.089,-3.269,-34.108,-9.605,37.020,7.503,56.11
1835.0,-30.084,-3.166,-34.104,-9.504,37.104,7.505,56.21
1840.0,-30.080,-3.068,-34.101,-9.406,37.184,7.505,56.31
1845.0,-30.062,-2.968,-34.100,-9.325,37.274,7.531,56.41
1850.0,-30.058,-2.852,-34.119,-9.236,37.367,7.566,56.53
1855.0,-30.085,-2.749,-34.154,-9.135,37.432,7.572,56.64
1860.0,-30.121,-2.650,-34.191,-9.036,37.489,7.574,56.75
1865.0,-30.160,-2.548,-34.232,-8.932,37.546,7.572,56.86
1870.0,-30.192,-2.455,-34.269,-8.840,37.600,7.575,56.96
1875.0,-30.197,-2.395,-34.311,-8.763,37.645,7.581,57.02
1880.0,-30.240,-2.320,-34.371,-8.680,37.679,7.584,57.10
1885.0,-30.301,-2.239,-34.438,-8.597,37.706,7.585,57.21
1890.0,-30.367,-2.159,-34.504,-8.517,37.731,7.586,57.31
1895.0,-30.437,-2.076,-34.574,-8.434,37.755,7.586,57.42
1900.0,-30.507,-1.992,-34.645,-8.350,37.780,7.586,57.52
1905.0,-30.577,-1.910,-34.715,-8.266,37.806,7.585,57.63
1910.0,-30.626,-1.847,-34.771,-8.205,37.827,7.590,57.71
1915.0,-30.694,-1.786,-34.852,-8.159,37.836,7.610,57.80
1920.0,-30.789,-1.742,-34.949,-8.118,37.815,7.613,57.91
