t_s,gt_x,gt_y,ekf_x,ekf_y,gt_error_m,divergence_m,gt_travelled_m
2455.0,-39.412,-55.827,-39.726,-56.319,4.657,0.583,99.98
2460.0,-39.583,-55.973,-39.893,-56.466,4.434,0.582,100.21
2465.0,-39.764,-56.139,-40.077,-56.632,4.190,0.585,100.45
2470.0,-39.944,-56.303,-40.257,-56.797,3.947,0.584,100.69
2475.0,-40.126,-56.469,-40.437,-56.961,3.703,0.582,100.93
2480.0,-40.306,-56.630,-40.615,-57.124,3.463,0.583,101.18
2485.0,-40.482,-56.801,-40.786,-57.303,3.218,0.586,101.43
2490.0,-40.643,-56.976,-40.947,-57.478,2.980,0.586,101.66
2495.0,-40.813,-57.161,-41.116,-57.662,2.730,0.585,101.91
2500.0,-40.981,-57.345,-41.287,-57.848,2.480,0.588,102.17
2505.0,-41.140,-57.518,-41.445,-58.022,2.246,0.589,102.40
2510.0,-41.299,-57.692,-41.604,-58.195,2.010,0.588,102.63
2515.0,-41.458,-57.866,-41.763,-58.369,1.775,0.588,102.87
